Name,Age,Monthy Income,Accumulated Assets,Investment Goals,Risk Tolerance,Investment Experience
Virginia Mclaughlin,53,7000000.0,15494248.77,Medium-term,low,Under 6 year
Jennifer Davis,49,54000000.0,135769483.09,Medium-term,low,Under 7 year
Barbara Howard,65,40000000.0,114536086.11,Medium-term,low,Under 8 year
Christine Bartlett,60,99000000.0,204844889.38,Long-term,low,Under 4 year
Victoria Conrad,18,4000000.0,10665830.83,Long-term,high,Under 8 year
Kristine Sullivan,18,118000000.0,178338911.92,Medium-term,low,Under 5 year
Stephen Navarro,64,134000000.0,356116238.03,Long-term,low,Under 3 year
Tiffany Moses,50,82000000.0,188648843.71,Long-term,medium,Under 6 year
Lauren Werner,43,52000000.0,100875017.73,Medium-term,medium,Under 0 year
David Powell,39,86000000.0,182501111.86,Long-term,medium,Under 5 year
Alexandria Sanchez,31,133000000.0,217775686.75,Medium-term,low,Under 9 year
Rachel Williams,63,42000000.0,117171131.93,Medium-term,low,Under 4 year
Sabrina Smith,20,69000000.0,183653132.04,Long-term,low,Under 1 year
Maxwell Price,62,6000000.0,13774010.72,Long-term,medium,Under 1 year
Breanna Proctor,61,9000000.0,16300372.84,Short-term,low,Under 5 year
Kevin Dawson,21,10000000.0,17438643.9,Long-term,medium,Under 0 year
Diana Thompson,52,32000000.0,70541573.63,Long-term,medium,Under 5 year
Matthew Perry,62,15000000.0,25892901.72,Short-term,high,Under 0 year
Erin Madden,39,133000000.0,234743821.57,Short-term,low,Under 8 year
Richard Miller,32,21000000.0,57996090.97,Medium-term,medium,Under 2 year
Melissa Johnson,58,25000000.0,42763328.39,Long-term,high,Under 3 year
Luis Payne,52,113000000.0,178015148.05,Long-term,low,Under 4 year
Melissa Harris,33,132000000.0,271353277.33,Medium-term,medium,Under 3 year
Kimberly Jensen,35,72000000.0,155186524.47,Medium-term,high,Under 6 year
Shelley Harvey,23,90000000.0,263487653.3,Long-term,medium,Under 0 year
Robin Bolton,64,77000000.0,201929762.98,Long-term,high,Under 1 year
Brian Hernandez,38,13000000.0,30453712.79,Short-term,low,Under 2 year
Kenneth Carpenter,37,127000000.0,297044208.35,Short-term,low,Under 4 year
Jacob Hammond,27,28000000.0,80176474.12,Short-term,medium,Under 6 year
Valerie Matthews,38,51000000.0,145950966.88,Long-term,medium,Under 5 year
James Dodson,29,41000000.0,105445736.45,Long-term,medium,Under 8 year
Linda Mcclain,60,117000000.0,269303727.02,Medium-term,high,Under 4 year
Jessica Payne,42,130000000.0,388464574.03,Long-term,high,Under 1 year
Michael Flores,27,146000000.0,276380134.97,Medium-term,high,Under 8 year
Melissa Clark,58,91000000.0,175052203.24,Long-term,medium,Under 7 year
Judith Gates,18,104000000.0,307643196.79,Long-term,high,Under 6 year
Emily Foster,41,70000000.0,204101278.44,Short-term,medium,Under 7 year
Christopher Bell,33,56000000.0,143805753.17,Long-term,medium,Under 6 year
Amy Delacruz,52,66000000.0,170082248.02,Long-term,medium,Under 7 year
Jennifer Davis,58,132000000.0,246948699.05,Medium-term,low,Under 8 year
Vanessa Jones,25,145000000.0,422293536.83,Long-term,medium,Under 3 year
Alexander Mcknight,59,109000000.0,167272591.08,Medium-term,medium,Under 2 year
Johnny Davis,46,117000000.0,344959840.48,Long-term,low,Under 3 year
Robert White,26,15000000.0,33699509.73,Short-term,low,Under 8 year
Sarah Smith,56,119000000.0,226056464.8,Medium-term,low,Under 0 year
Edwin Pace,29,43000000.0,117970490.05,Short-term,medium,Under 7 year
Andrew Skinner,42,91000000.0,261000955.83,Short-term,low,Under 4 year
Leroy Calderon,48,120000000.0,237968717.47,Long-term,low,Under 3 year
Kelly Harrison,29,108000000.0,314496538.99,Long-term,medium,Under 1 year
Brittany Cruz DVM,49,16000000.0,27945237.87,Long-term,medium,Under 0 year
Jerome Jordan,63,123000000.0,357551634.08,Medium-term,medium,Under 6 year
Andres Diaz,50,106000000.0,309066943.19,Long-term,medium,Under 7 year
Jeffery West,58,34000000.0,60539951.32,Short-term,high,Under 1 year
Andrew Morgan,32,141000000.0,383822642.82,Long-term,low,Under 8 year
Joseph Schroeder,63,144000000.0,372579048.59,Long-term,low,Under 4 year
Scott Butler,44,68000000.0,198336761.85,Long-term,low,Under 2 year
Makayla Ramirez,50,66000000.0,190984272.23,Long-term,high,Under 7 year
Peggy Golden,19,136000000.0,235785534.25,Medium-term,high,Under 1 year
Haley Ray,28,62000000.0,100201861.46,Short-term,high,Under 0 year
William Mckenzie,35,22000000.0,36806779.24,Long-term,low,Under 3 year
Julie Leonard,25,96000000.0,278084113.67,Short-term,low,Under 7 year
Richard Huffman,35,92000000.0,257172358.86,Medium-term,medium,Under 1 year
Christopher Crawford,19,75000000.0,195196400.74,Long-term,medium,Under 0 year
Jason Stewart,56,124000000.0,339374152.93,Long-term,medium,Under 7 year
Mary Hatfield,27,59000000.0,112223803.26,Long-term,low,Under 9 year
Aaron Logan,62,111000000.0,285274972.74,Short-term,low,Under 6 year
Benjamin Mcmahon,46,142000000.0,290480673.27,Medium-term,high,Under 9 year
Andrew Neal,62,6000000.0,16081183.91,Medium-term,low,Under 9 year
Dawn Nelson,41,113000000.0,188519493.94,Medium-term,medium,Under 4 year
Michael Villanueva,28,17000000.0,28873210.44,Short-term,medium,Under 4 year
Cynthia Joseph,45,95000000.0,181380985.27,Short-term,high,Under 5 year
Lisa Dunn,23,78000000.0,156962950.06,Medium-term,medium,Under 7 year
Amber Allen,63,98000000.0,156335685.03,Short-term,medium,Under 0 year
Angie Tyler,28,112000000.0,279730185.17,Short-term,medium,Under 7 year
Patricia Rose,56,88000000.0,148757351.38,Short-term,high,Under 7 year
Stephen Davidson,58,29000000.0,62736823.19,Short-term,low,Under 0 year
Melanie Lopez,24,115000000.0,312006395.22,Long-term,high,Under 6 year
Ronald Kelly,25,104000000.0,157806448.21,Medium-term,low,Under 5 year
Caleb Lopez Jr.,61,87000000.0,244263040.22,Long-term,high,Under 1 year
Elizabeth Simon,49,53000000.0,146161271.33,Long-term,low,Under 3 year
Robert Richards,29,46000000.0,98042933.37,Medium-term,low,Under 7 year
Amy Owens,46,48000000.0,84745152.48,Short-term,medium,Under 9 year
Rita Terry,52,82000000.0,190601448.17,Long-term,high,Under 3 year
Jeffrey Park,31,98000000.0,288232248.67,Short-term,low,Under 5 year
Emma Silva,28,139000000.0,261510160.46,Medium-term,medium,Under 3 year
Laura Davila,55,8000000.0,21392045.97,Long-term,high,Under 3 year
Denise Hill,63,83000000.0,190820248.13,Medium-term,medium,Under 0 year
William Garcia,64,93000000.0,228170841.26,Short-term,high,Under 3 year
Alyssa Ayala MD,28,111000000.0,226320325.75,Short-term,high,Under 0 year
Caitlin Taylor,24,40000000.0,83596883.81,Medium-term,low,Under 7 year
Kayla Kaufman,36,5000000.0,14106440.79,Short-term,high,Under 2 year
Amy Howard,39,10000000.0,25909493.05,Short-term,medium,Under 6 year
Courtney Roth,22,12000000.0,33785243.42,Medium-term,low,Under 4 year
Kimberly Pineda,24,44000000.0,122522769.05,Medium-term,medium,Under 7 year
Matthew Robbins,18,87000000.0,193301276.06,Long-term,high,Under 5 year
Anthony Anderson,34,9000000.0,14834360.78,Short-term,low,Under 7 year
Meghan Greene,26,121000000.0,203821847.89,Short-term,medium,Under 4 year
Shannon Curry,61,39000000.0,98074584.65,Medium-term,medium,Under 0 year
Danielle Thomas,49,128000000.0,306610115.8,Short-term,high,Under 9 year
Christopher Castillo,29,97000000.0,221733977.29,Long-term,low,Under 1 year
Catherine Padilla,34,114000000.0,206765430.69,Medium-term,medium,Under 7 year
Bridget Gonzalez,42,131000000.0,389468074.88,Short-term,high,Under 0 year
William Ramirez,22,85000000.0,133219179.8,Long-term,medium,Under 3 year
Joseph Rivera,55,30000000.0,74091103.66,Long-term,medium,Under 3 year
Caroline Mullen,42,74000000.0,122000802.77,Medium-term,high,Under 2 year
William Jackson,64,96000000.0,207595654.68,Short-term,high,Under 3 year
Rebecca Thomas,64,103000000.0,157984931.6,Medium-term,low,Under 5 year
Daniel Garcia,22,57000000.0,137121066.15,Short-term,low,Under 0 year
Kevin Sanchez,18,77000000.0,142123802.02,Long-term,high,Under 8 year
Larry Rich,44,59000000.0,141536220.89,Medium-term,medium,Under 8 year
Sharon Taylor,24,5000000.0,9258184.01,Medium-term,medium,Under 5 year
Elizabeth Dillon,29,74000000.0,182650397.39,Long-term,low,Under 5 year
Sarah Allen MD,64,47000000.0,139283977.97,Medium-term,high,Under 3 year
Nicole Thomas,62,118000000.0,286590743.04,Medium-term,low,Under 6 year
Joseph Jones,34,32000000.0,51946466.38,Short-term,high,Under 0 year
Todd Vasquez,39,42000000.0,120461594.51,Long-term,high,Under 7 year
Michael Buckley,59,97000000.0,270552920.32,Medium-term,high,Under 2 year
Michael Johnson,54,8000000.0,15684905.1,Medium-term,high,Under 7 year
Cheryl Simmons,64,96000000.0,234109736.49,Medium-term,high,Under 2 year
Katie Hoffman,40,100000000.0,279600547.16,Long-term,low,Under 3 year
Stephanie Lucero,19,99000000.0,238596831.91,Long-term,low,Under 4 year
Valerie Ryan,22,3000000.0,6082222.09,Medium-term,high,Under 6 year
Valerie Nelson,49,26000000.0,70624336.77,Medium-term,high,Under 5 year
Laura Willis,56,98000000.0,264378060.77,Short-term,high,Under 6 year
Robert Delgado,30,57000000.0,133758001.31,Medium-term,low,Under 1 year
Timothy Sims,35,81000000.0,127627344.83,Short-term,high,Under 0 year
Roger Lambert,23,47000000.0,124435341.61,Short-term,medium,Under 5 year
Frances Monroe,22,117000000.0,318935157.59,Medium-term,high,Under 3 year
Steven Contreras,62,51000000.0,81614056.98,Short-term,low,Under 9 year
Patrick Schultz,30,31000000.0,64410699.4,Medium-term,low,Under 8 year
Craig Thomas DDS,37,58000000.0,160352393.85,Long-term,high,Under 6 year
Bruce Conley,25,10000000.0,28018481.99,Medium-term,medium,Under 4 year
Brian Peck,50,8000000.0,12525402.9,Short-term,medium,Under 5 year
Andrea Everett,56,45000000.0,97715657.6,Short-term,high,Under 5 year
Vincent Lee V,54,49000000.0,111985669.2,Short-term,high,Under 1 year
Anna Richards,39,85000000.0,154447151.2,Medium-term,low,Under 3 year
Susan Kelley,57,131000000.0,270293007.43,Long-term,medium,Under 4 year
Anthony Dixon,46,9000000.0,23012900.1,Short-term,medium,Under 6 year
Jared Smith,27,63000000.0,173990877.93,Long-term,medium,Under 5 year
Anthony Ramirez,40,117000000.0,178977325.72,Long-term,low,Under 6 year
Nicholas Mendoza,63,129000000.0,216201349.12,Short-term,low,Under 1 year
William Brown,33,50000000.0,76418450.33,Long-term,low,Under 6 year
Jonathan Lewis,57,26000000.0,64913750.18,Long-term,high,Under 4 year
Keith Porter,36,138000000.0,369976260.97,Long-term,low,Under 5 year
Rita Berry,46,69000000.0,164871615.49,Short-term,high,Under 7 year
Tony Andrews,60,65000000.0,132653492.75,Medium-term,high,Under 9 year
Scott Martinez,64,3000000.0,4833222.77,Short-term,low,Under 5 year
Lori Oneal,29,15000000.0,31645830.02,Medium-term,high,Under 0 year
Gloria Williams,62,125000000.0,251330528.55,Long-term,high,Under 4 year
Victor Ortiz,23,27000000.0,78147514.77,Long-term,low,Under 2 year
Gina Nelson,22,70000000.0,115396127.57,Medium-term,high,Under 4 year
Amanda Becker,36,10000000.0,24357176.33,Short-term,low,Under 3 year
Michael Hanson,35,118000000.0,202138206.35,Short-term,low,Under 4 year
Eugene Lam,48,57000000.0,89062299.23,Long-term,low,Under 5 year
Jonathan Brown,58,5000000.0,12230619.75,Long-term,medium,Under 5 year
Terry Peters,56,64000000.0,174682466.35,Medium-term,medium,Under 5 year
Julie Garner,55,107000000.0,236660514.17,Short-term,medium,Under 6 year
Michael Brown,50,89000000.0,234433795.61,Long-term,medium,Under 1 year
Jimmy Higgins,35,129000000.0,212105668.1,Long-term,high,Under 0 year
Hailey Lopez,45,14000000.0,33383541.25,Short-term,low,Under 3 year
Jennifer Taylor,51,32000000.0,90666065.21,Long-term,high,Under 7 year
Jon Ramos,53,92000000.0,159636540.99,Medium-term,high,Under 2 year
Alan Garza,46,77000000.0,158648830.01,Short-term,low,Under 5 year
Kaitlyn Bentley,33,71000000.0,188724670.81,Short-term,high,Under 3 year
Jacob Myers,52,136000000.0,266559259.3,Short-term,high,Under 0 year
Sarah Griffin,65,110000000.0,181600556.35,Short-term,low,Under 7 year
Margaret Mcclain,58,119000000.0,330491686.77,Long-term,low,Under 8 year
Karen Wilson,29,15000000.0,29596167.25,Medium-term,high,Under 5 year
Jason Martin,63,112000000.0,322805883.49,Long-term,medium,Under 0 year
Deborah Cruz,18,7000000.0,18564295.18,Long-term,low,Under 8 year
Andrea Barnett,58,150000000.0,393428561.76,Long-term,high,Under 7 year
James Mills,47,147000000.0,425620564.3,Short-term,low,Under 0 year
Brandon Walker,26,17000000.0,34899807.71,Medium-term,medium,Under 8 year
Nicole Mosley,56,143000000.0,390048794.17,Medium-term,medium,Under 7 year
Andrea Murphy,18,103000000.0,212779185.15,Medium-term,low,Under 2 year
Kristie Robbins,24,3000000.0,5933599.46,Long-term,low,Under 2 year
Alejandro White,26,70000000.0,111193961.2,Long-term,low,Under 8 year
David Gordon,24,42000000.0,103328772.06,Long-term,medium,Under 8 year
Kelly Norton,27,37000000.0,68116596.41,Long-term,low,Under 1 year
Amy Santos,45,32000000.0,61756940.14,Medium-term,high,Under 9 year
Anthony Smith,27,121000000.0,334874165.76,Short-term,high,Under 7 year
Larry Thompson,60,88000000.0,184798498.46,Long-term,medium,Under 4 year
Justin Cummings,37,14000000.0,37528806.67,Long-term,medium,Under 3 year
Joseph Harris,35,14000000.0,37177825.64,Short-term,high,Under 9 year
Marc Weiss,36,100000000.0,167817737.99,Medium-term,low,Under 5 year
Cynthia Nichols,48,24000000.0,43802159.52,Long-term,high,Under 5 year
Joel Hernandez,39,75000000.0,199447055.54,Long-term,high,Under 8 year
Daniel Carter,32,150000000.0,247655868.56,Long-term,medium,Under 9 year
Joseph Davis,20,112000000.0,187836483.89,Long-term,medium,Under 5 year
Dennis Brown,53,79000000.0,218772952.31,Long-term,low,Under 0 year
Andre Reynolds,34,40000000.0,113967319.25,Medium-term,high,Under 0 year
Shari Parrish,60,93000000.0,256074416.2,Short-term,low,Under 7 year
Latasha Walker,24,20000000.0,31493850.91,Long-term,low,Under 3 year
Ryan Bell,29,87000000.0,152301116.44,Short-term,medium,Under 5 year
John Butler,41,30000000.0,45316784.3,Medium-term,medium,Under 9 year
James Dunn,52,147000000.0,381916092.58,Short-term,low,Under 1 year
Mrs. Wanda Tucker,31,92000000.0,197174547.44,Medium-term,high,Under 2 year
Valerie Vasquez,60,38000000.0,64058445.83,Short-term,medium,Under 8 year
Brittany Gardner,38,77000000.0,155747130.28,Long-term,low,Under 1 year
Kristina Wells,57,110000000.0,248071810.67,Long-term,low,Under 9 year
Kathleen Thomas,36,9000000.0,19237668.67,Medium-term,low,Under 3 year
Crystal Graham,57,146000000.0,250004191.32,Medium-term,medium,Under 3 year
Todd Murphy,18,76000000.0,187946247.17,Medium-term,high,Under 2 year
Jason Jackson,20,3000000.0,7769603.13,Medium-term,low,Under 9 year
Amanda Moore MD,58,94000000.0,176868853.99,Short-term,high,Under 0 year
Russell Mitchell,30,107000000.0,283449443.59,Long-term,medium,Under 8 year
Tracy Hoffman,42,39000000.0,71628049.99,Medium-term,high,Under 6 year
Manuel Cobb,48,148000000.0,342467346.15,Long-term,low,Under 1 year
Alexander Castillo,26,118000000.0,281733822.7,Long-term,high,Under 0 year
Edwin Long,32,77000000.0,211801702.58,Short-term,low,Under 1 year
Frank Moore,43,43000000.0,69206140.18,Long-term,low,Under 8 year
Matthew Graves,46,138000000.0,337305795.57,Medium-term,low,Under 2 year
Lisa Robinson,37,51000000.0,90497119.0,Long-term,medium,Under 5 year
Michael Parker,42,27000000.0,74132613.92,Long-term,medium,Under 9 year
Becky Duarte,39,116000000.0,220284385.64,Medium-term,low,Under 0 year
John Estes,25,59000000.0,158007949.06,Long-term,low,Under 8 year
Robert Cooper,42,64000000.0,116793517.07,Medium-term,medium,Under 7 year
Jesse Meyer,43,137000000.0,379697110.69,Short-term,high,Under 5 year
Andrew Smith,48,103000000.0,184300047.19,Short-term,high,Under 7 year
Todd Dunn,54,136000000.0,282164005.09,Long-term,low,Under 8 year
Richard Tate,30,36000000.0,95969389.79,Medium-term,high,Under 1 year
Virginia Huff,43,126000000.0,355817667.35,Long-term,high,Under 2 year
David Lucas,47,124000000.0,283111157.88,Short-term,low,Under 1 year
Lori Delgado,38,109000000.0,194133286.57,Medium-term,low,Under 1 year
Christopher Fowler,26,90000000.0,178517624.24,Medium-term,low,Under 3 year
