Name,Age,Monthy Income,Accumulated Assets,Investment Goals,Risk Tolerance,Investment Experience
Michelle Tran,48,41000000.0,78684608.41,Long-term,high,Under 5 year
Sandra Brown,19,106000000.0,283225002.47,Long-term,high,Under 3 year
Lisa Clarke,19,32000000.0,90187847.22,Short-term,medium,Under 5 year
Victoria Mitchell,56,59000000.0,116688891.68,Short-term,medium,Under 3 year
Kimberly Morales,24,109000000.0,285596332.9,Long-term,high,Under 8 year
Jeremy Glover,45,52000000.0,97250842.37,Medium-term,high,Under 7 year
Angela Heath,30,51000000.0,116836433.88,Medium-term,low,Under 5 year
Jason Murphy,65,69000000.0,129901077.6,Short-term,medium,Under 0 year
Jamie Allen,44,6000000.0,15509723.83,Short-term,low,Under 7 year
Robert Chambers,42,1000000.0,1532544.25,Short-term,medium,Under 3 year
Thomas Johnson,48,29000000.0,69916558.64,Medium-term,medium,Under 2 year
Darlene Burnett,53,51000000.0,92334310.62,Medium-term,low,Under 9 year
Jerry Schwartz,51,99000000.0,153522494.27,Medium-term,medium,Under 3 year
Megan Ramirez,63,55000000.0,96610830.61,Short-term,low,Under 4 year
Linda Miller,28,23000000.0,61823286.44,Short-term,medium,Under 9 year
Nicholas Smith,37,55000000.0,119082419.01,Short-term,medium,Under 4 year
Andrew Winters II,38,9000000.0,16871407.05,Long-term,low,Under 5 year
Chad Washington,31,30000000.0,73929024.73,Short-term,medium,Under 6 year
Daniel Hall,51,82000000.0,230304173.75,Short-term,low,Under 2 year
James Hudson,51,42000000.0,75512790.05,Medium-term,high,Under 8 year
Alexandra Rhodes,35,68000000.0,158069264.58,Medium-term,low,Under 1 year
Jerry Martinez II,30,23000000.0,55874352.98,Short-term,high,Under 9 year
Brandi Bishop,39,58000000.0,97543788.22,Medium-term,low,Under 5 year
Richard Howell,55,29000000.0,73078271.92,Long-term,medium,Under 8 year
Victoria Flynn,53,146000000.0,264518460.73,Long-term,medium,Under 9 year
Deborah Perez,59,40000000.0,92590588.71,Short-term,medium,Under 7 year
Michael Smith,62,61000000.0,174054272.6,Short-term,high,Under 3 year
Karen Hughes,47,69000000.0,126346105.48,Medium-term,high,Under 0 year
Nicole Hughes,62,94000000.0,152463952.22,Short-term,medium,Under 2 year
James Price,55,55000000.0,158588741.77,Long-term,medium,Under 0 year
Justin Moore,40,98000000.0,153533316.1,Short-term,low,Under 8 year
Robert Hayden,26,90000000.0,225412227.81,Long-term,low,Under 2 year
Summer Cox MD,59,16000000.0,26701845.37,Medium-term,medium,Under 8 year
Brittany Francis,19,105000000.0,306544683.04,Long-term,low,Under 1 year
Kelsey Adams MD,56,14000000.0,36141457.57,Long-term,low,Under 9 year
Tiffany Woods,54,41000000.0,106188424.95,Medium-term,high,Under 2 year
Allen Bennett,55,127000000.0,347061077.4,Long-term,high,Under 4 year
Luis Blankenship,45,15000000.0,34078704.29,Long-term,low,Under 1 year
Karen Cooper,63,92000000.0,222290745.2,Long-term,low,Under 2 year
Steven Thomas,37,29000000.0,59144052.87,Medium-term,medium,Under 1 year
Laura Brooks,37,111000000.0,243037112.07,Medium-term,high,Under 1 year
Anna Garrett,33,79000000.0,150438155.72,Short-term,high,Under 0 year
Charlotte Salinas,35,52000000.0,110443641.37,Short-term,medium,Under 8 year
Mallory Lewis,25,57000000.0,129791898.57,Short-term,medium,Under 3 year
Susan Spence,33,70000000.0,142118533.25,Medium-term,medium,Under 9 year
Nicholas Saunders,45,84000000.0,159438936.0,Medium-term,high,Under 9 year
Mr. Daniel Rodriguez,30,5000000.0,12112190.66,Long-term,medium,Under 0 year
Michael Armstrong,41,3000000.0,8835874.41,Short-term,low,Under 7 year
Deanna Hernandez,61,99000000.0,258015053.61,Long-term,medium,Under 2 year
Jose Greene,35,44000000.0,106747709.97,Short-term,high,Under 0 year
Renee Gray,21,64000000.0,187447520.09,Long-term,high,Under 4 year
Brenda Garcia,36,104000000.0,174424851.4,Long-term,medium,Under 5 year
Dana Padilla,26,31000000.0,78203794.44,Long-term,high,Under 2 year
Allison Kelly,18,106000000.0,256224134.04,Long-term,low,Under 5 year
Lawrence Giles,44,150000000.0,336019733.88,Short-term,high,Under 9 year
Glenn Leonard,36,21000000.0,33032392.1,Medium-term,high,Under 3 year
Christian Brown,34,68000000.0,156008366.88,Long-term,low,Under 9 year
Adrian Zavala,30,6000000.0,17386630.79,Medium-term,high,Under 4 year
Bridget Stafford,61,35000000.0,67022761.64,Medium-term,high,Under 4 year
William Scott,53,113000000.0,248127781.37,Medium-term,medium,Under 0 year
Victoria Hernandez,34,29000000.0,75906009.73,Medium-term,high,Under 5 year
Patricia Smith,37,49000000.0,100768299.24,Long-term,medium,Under 3 year
Ashley Orozco,23,91000000.0,203042118.2,Short-term,medium,Under 1 year
Kimberly Jordan,45,139000000.0,250965983.49,Long-term,high,Under 2 year
Kyle Keller,57,62000000.0,184890123.0,Long-term,high,Under 4 year
Frank Booth,37,143000000.0,346414414.64,Short-term,high,Under 3 year
Dennis Pierce,19,128000000.0,303003418.55,Short-term,medium,Under 8 year
Paige Leach,25,21000000.0,37019188.72,Long-term,low,Under 6 year
Timothy Cummings,35,31000000.0,60275668.63,Short-term,high,Under 7 year
Heidi Lara,63,138000000.0,331456461.29,Long-term,high,Under 3 year
Kenneth Baker,57,85000000.0,243963821.27,Medium-term,high,Under 7 year
Jeffrey Francis,28,119000000.0,199544983.8,Long-term,low,Under 9 year
Susan Clark,48,19000000.0,55489092.06,Long-term,low,Under 4 year
Luis Porter,49,81000000.0,178866076.87,Short-term,high,Under 9 year
Leah James,32,144000000.0,407707768.45,Short-term,medium,Under 7 year
Dakota Watson,46,47000000.0,112407971.74,Short-term,high,Under 5 year
William Hall,25,26000000.0,51508177.18,Short-term,medium,Under 0 year
Cynthia Elliott,59,39000000.0,116759559.82,Long-term,medium,Under 4 year
Daniel Gentry,43,133000000.0,331839458.48,Medium-term,medium,Under 2 year
Teresa Vega,25,118000000.0,295168667.11,Medium-term,medium,Under 5 year
Maria Kelly,64,122000000.0,196838646.24,Medium-term,low,Under 5 year
Richard Davis,46,4000000.0,7163608.14,Long-term,low,Under 8 year
Mr. Joe Long,58,120000000.0,200033802.17,Short-term,medium,Under 2 year
Diane Cabrera,40,137000000.0,233073513.89,Long-term,high,Under 7 year
Christopher Becker,58,74000000.0,201687462.9,Long-term,low,Under 3 year
Kyle Cruz,24,96000000.0,241933936.12,Long-term,low,Under 1 year
Michael Leach,46,43000000.0,85619600.12,Medium-term,high,Under 3 year
Nathaniel Munoz,21,89000000.0,248370791.05,Medium-term,low,Under 2 year
Calvin Lam,39,131000000.0,296419547.57,Short-term,high,Under 5 year
Danielle Johnson,31,93000000.0,168546284.84,Long-term,high,Under 6 year
Kimberly Brown,63,46000000.0,92992869.99,Short-term,low,Under 7 year
Carolyn Phillips,26,16000000.0,26851227.96,Medium-term,high,Under 2 year
Rachel Williams,18,116000000.0,276418062.3,Long-term,low,Under 5 year
David Burton,28,50000000.0,113617934.02,Short-term,high,Under 4 year
Kiara White,48,27000000.0,65714683.5,Short-term,high,Under 7 year
Kerri Lopez,28,126000000.0,222627100.67,Long-term,high,Under 0 year
Wanda Mclaughlin,54,143000000.0,399680020.01,Short-term,medium,Under 9 year
Brian Sullivan,20,75000000.0,187199501.66,Short-term,low,Under 0 year
Brady Reeves PhD,37,69000000.0,140114335.92,Short-term,low,Under 4 year
George Blackwell,22,70000000.0,110822672.76,Long-term,medium,Under 8 year
Timothy Robinson,63,104000000.0,292755483.75,Long-term,low,Under 9 year
Aaron Wiley,18,78000000.0,200114822.82,Medium-term,high,Under 0 year
Stephanie Johnson,51,133000000.0,260915227.65,Long-term,low,Under 9 year
James Willis,45,81000000.0,178307876.26,Medium-term,high,Under 0 year
Rachel Jones,61,107000000.0,199925770.71,Long-term,low,Under 4 year
Patricia Wood,52,104000000.0,196185646.31,Long-term,high,Under 7 year
Kayla Dean,41,11000000.0,29274368.51,Long-term,medium,Under 7 year
Andre Grant,32,35000000.0,83040135.82,Medium-term,low,Under 4 year
Jonathan Velez,30,30000000.0,54836411.16,Medium-term,high,Under 5 year
Susan Moore,55,90000000.0,249263342.42,Short-term,medium,Under 3 year
Michael Vaughn,22,14000000.0,27641113.45,Short-term,high,Under 8 year
Robert Anderson,41,44000000.0,119542578.11,Short-term,low,Under 7 year
Tammy Watts,24,72000000.0,150065868.66,Medium-term,low,Under 3 year
William Leonard,59,65000000.0,101833194.73,Short-term,medium,Under 6 year
Ashley Miller,61,102000000.0,205496550.38,Medium-term,low,Under 1 year
Thomas Snyder,35,49000000.0,144443698.64,Long-term,low,Under 1 year
Ashley Randall,56,49000000.0,145775207.88,Short-term,medium,Under 5 year
David York,49,76000000.0,177354938.13,Short-term,low,Under 4 year
Paul Walker,32,98000000.0,262728340.72,Medium-term,medium,Under 9 year
Sara Davis,43,29000000.0,59734305.1,Long-term,high,Under 3 year
Vanessa Lopez,38,7000000.0,14590026.51,Long-term,medium,Under 1 year
Marcus Hatfield,23,74000000.0,219615397.47,Medium-term,medium,Under 7 year
Adam Payne,52,77000000.0,122705759.31,Short-term,low,Under 0 year
Brandon Christian,36,108000000.0,310299982.96,Long-term,medium,Under 8 year
Kevin Turner,59,35000000.0,62011966.12,Long-term,low,Under 1 year
Ryan Freeman,18,94000000.0,194933299.51,Medium-term,low,Under 8 year
Dennis Perez,55,81000000.0,124241335.22,Long-term,low,Under 5 year
Samuel Aguirre,42,59000000.0,129000988.53,Short-term,low,Under 9 year
Justin Dunn,55,138000000.0,336957100.51,Long-term,low,Under 9 year
Lisa Smith,58,32000000.0,83609803.74,Long-term,medium,Under 3 year
Rachel Trevino,32,109000000.0,204084222.84,Medium-term,high,Under 9 year
Susan Smith,58,80000000.0,165826382.39,Long-term,medium,Under 7 year
Brandon Carlson,58,120000000.0,210106336.63,Short-term,high,Under 5 year
Catherine Williams,61,102000000.0,274164543.22,Long-term,low,Under 3 year
Andrew Medina,63,27000000.0,41432990.06,Short-term,high,Under 0 year
Mary Simpson,31,13000000.0,29569422.82,Short-term,medium,Under 9 year
Christopher Wilson,61,30000000.0,68128392.44,Medium-term,high,Under 6 year
Tanya Bridges,54,138000000.0,282193841.02,Short-term,low,Under 1 year
Brian Johnston,40,113000000.0,229309930.26,Medium-term,high,Under 6 year
Christopher Butler,63,5000000.0,11101652.43,Medium-term,low,Under 3 year
Walter Zuniga,60,22000000.0,38648973.52,Long-term,low,Under 2 year
Russell Thompson,45,51000000.0,135387906.89,Short-term,low,Under 0 year
Sean Townsend,27,121000000.0,338904713.05,Long-term,high,Under 2 year
Jennifer Schneider,53,69000000.0,137187539.45,Medium-term,medium,Under 4 year
Lynn Wilson,60,110000000.0,232699495.14,Short-term,low,Under 2 year
Mrs. Nicole Mcpherson MD,52,54000000.0,131556076.74,Medium-term,medium,Under 7 year
Ashley Lloyd,40,1000000.0,1826219.14,Medium-term,low,Under 2 year
Joyce Guerrero,35,139000000.0,366973569.78,Medium-term,high,Under 9 year
Jesse Myers,39,36000000.0,87544548.47,Long-term,high,Under 1 year
Jay Burns,63,1000000.0,1867604.19,Short-term,medium,Under 9 year
Laura Jimenez,25,133000000.0,339402376.09,Short-term,high,Under 1 year
Michael Hutchinson,29,73000000.0,202002442.16,Long-term,low,Under 5 year
Harry Cooke,58,82000000.0,221409836.09,Medium-term,high,Under 9 year
Laurie Cantu,54,119000000.0,353971597.27,Short-term,medium,Under 0 year
Crystal Bailey,32,16000000.0,24819389.63,Medium-term,high,Under 3 year
Mark Ellis,34,106000000.0,170565004.59,Medium-term,low,Under 8 year
Michael Barron,34,4000000.0,7729830.92,Medium-term,medium,Under 3 year
Lauren Henry,60,121000000.0,305306638.74,Short-term,high,Under 0 year
Samantha Fuller,39,10000000.0,18043111.06,Short-term,high,Under 6 year
Anna Jimenez,42,28000000.0,81745059.68,Long-term,high,Under 3 year
Troy Neal,40,121000000.0,200230044.58,Long-term,medium,Under 2 year
Steven Mccoy,50,144000000.0,286976767.8,Short-term,low,Under 8 year
Justin Williams,38,78000000.0,154001593.36,Medium-term,medium,Under 7 year
James Carpenter,63,3000000.0,5579929.84,Medium-term,high,Under 7 year
Brandon Blake,44,121000000.0,356381597.12,Short-term,low,Under 8 year
James Neal,58,76000000.0,198422167.72,Long-term,medium,Under 4 year
Sabrina Eaton,46,58000000.0,110748390.41,Long-term,medium,Under 3 year
Alfred Mccarthy,54,38000000.0,66547536.92,Medium-term,high,Under 6 year
Arthur Hicks,50,107000000.0,255988316.08,Medium-term,high,Under 7 year
John Stewart,49,17000000.0,49206708.96,Medium-term,low,Under 5 year
Jamie Khan,23,138000000.0,265558684.59,Medium-term,high,Under 7 year
Jeanette Cole,25,20000000.0,39466277.47,Long-term,high,Under 2 year
Douglas Hurley,42,12000000.0,21991647.19,Short-term,high,Under 8 year
Morgan Williams,31,47000000.0,116996876.92,Medium-term,medium,Under 9 year
Andrew Smith,60,35000000.0,56181123.33,Medium-term,low,Under 3 year
Jessica Perez,62,49000000.0,113391287.73,Short-term,high,Under 1 year
Victoria Dean,40,5000000.0,11189663.73,Long-term,low,Under 5 year
Alexandra Bates,60,115000000.0,324571710.11,Long-term,medium,Under 4 year
Mary Weaver,38,133000000.0,287096862.23,Medium-term,low,Under 7 year
Charles Riddle,47,71000000.0,156738637.34,Short-term,medium,Under 1 year
Courtney Cohen,46,79000000.0,144054840.05,Medium-term,medium,Under 6 year
Lisa Morse,29,100000000.0,286167043.93,Short-term,medium,Under 8 year
Sean Murphy,23,24000000.0,55302582.26,Short-term,high,Under 2 year
Brian Harper,60,49000000.0,77199982.37,Medium-term,low,Under 7 year
Julie White,24,141000000.0,316475649.55,Short-term,high,Under 2 year
Bradley Brennan,31,78000000.0,121199721.46,Medium-term,low,Under 6 year
Brittany Martin,25,129000000.0,284036383.41,Long-term,high,Under 7 year
Stephanie Mitchell,27,78000000.0,210848916.55,Short-term,high,Under 3 year
Robin Obrien,22,20000000.0,53337118.53,Medium-term,high,Under 6 year
Debbie Perry,63,101000000.0,231324580.07,Short-term,medium,Under 3 year
Patricia Hawkins,53,107000000.0,300065834.46,Long-term,low,Under 6 year
Christina Nguyen,49,36000000.0,95353858.72,Long-term,medium,Under 6 year
Kristin Cardenas,38,148000000.0,435121973.47,Short-term,low,Under 5 year
Mary Martinez,26,109000000.0,308698082.41,Short-term,high,Under 0 year
Margaret Boyd,41,130000000.0,260458283.52,Medium-term,high,Under 3 year
Kathleen Russell,45,132000000.0,314157095.33,Medium-term,high,Under 5 year
Sheila Ross,43,149000000.0,241435346.03,Medium-term,high,Under 6 year
William Beard,24,39000000.0,81251151.03,Long-term,low,Under 2 year
Kimberly Lee,50,16000000.0,38268503.79,Medium-term,medium,Under 0 year
George Haynes,32,137000000.0,291982018.85,Short-term,low,Under 4 year
Sandra Hall,61,122000000.0,343059216.13,Medium-term,low,Under 6 year
Kristin Robinson,57,142000000.0,233347496.51,Long-term,high,Under 3 year
Catherine Davis,18,22000000.0,50068581.35,Short-term,low,Under 2 year
Maria Williams,45,138000000.0,215031573.95,Long-term,high,Under 4 year
Hannah Taylor,32,27000000.0,61540095.93,Medium-term,medium,Under 2 year
Craig Nichols,22,105000000.0,244965995.51,Short-term,low,Under 8 year
Terry Zamora,52,9000000.0,17813996.36,Short-term,high,Under 7 year
Kim Salazar,61,21000000.0,44474300.53,Medium-term,low,Under 2 year
Richard Moore,32,137000000.0,314681505.54,Medium-term,low,Under 8 year
Andrew Palmer,45,15000000.0,36259124.67,Short-term,high,Under 6 year
Jordan Gardner,23,123000000.0,194540819.07,Short-term,medium,Under 8 year
Kevin Bishop,25,95000000.0,233215340.73,Long-term,low,Under 7 year
Deborah Andrade,54,108000000.0,242832259.93,Medium-term,medium,Under 0 year
Kimberly Downs,31,63000000.0,118370557.17,Medium-term,high,Under 2 year
David Ray,56,78000000.0,226601748.96,Long-term,high,Under 3 year
Michael Fernandez,43,80000000.0,134023976.05,Short-term,high,Under 9 year
Felicia Barrett,49,83000000.0,174928534.07,Short-term,low,Under 0 year
William Smith,64,113000000.0,212353505.26,Long-term,high,Under 7 year
Deborah May,41,138000000.0,282280960.34,Medium-term,low,Under 2 year
Lisa Reeves,58,31000000.0,72602499.32,Medium-term,medium,Under 3 year
Michael Mercado,34,93000000.0,231210478.1,Medium-term,low,Under 2 year
Joseph Williams PhD,28,119000000.0,281116400.14,Short-term,low,Under 7 year
Brandy Le,41,51000000.0,118903886.93,Long-term,low,Under 0 year
Belinda Gilbert,19,143000000.0,216856738.82,Medium-term,low,Under 8 year
Sharon Ray,25,32000000.0,94351920.01,Medium-term,low,Under 0 year
Christine Gonzalez,52,91000000.0,247270208.4,Medium-term,low,Under 6 year
Lawrence Harris,37,69000000.0,129451303.62,Medium-term,medium,Under 2 year
Kristen Jacobs,46,66000000.0,173989155.02,Long-term,medium,Under 6 year
Vincent Clark,33,10000000.0,25182183.39,Long-term,high,Under 9 year
John Robinson,45,143000000.0,366411483.83,Short-term,high,Under 9 year
Gabriel Henderson,20,103000000.0,228963427.94,Short-term,low,Under 9 year
Patrick Baker,54,84000000.0,185692297.27,Long-term,medium,Under 9 year
Gregory Johnson,43,83000000.0,132822373.21,Long-term,high,Under 5 year
Samuel Morgan,40,51000000.0,87098845.71,Medium-term,high,Under 0 year
Jason Moore,57,108000000.0,273696213.22,Long-term,medium,Under 6 year
Eric Bradley,50,60000000.0,158284540.85,Medium-term,low,Under 3 year
Beth Lopez,58,100000000.0,151048299.36,Long-term,low,Under 7 year
Latoya Copeland,26,113000000.0,289253396.21,Medium-term,medium,Under 8 year
Andrea Schmidt,34,33000000.0,73840467.16,Short-term,low,Under 6 year
Teresa Miller,23,126000000.0,268353545.37,Long-term,low,Under 3 year
Savannah Roman,65,5000000.0,14074898.66,Short-term,high,Under 2 year
Henry Tyler,24,20000000.0,47034567.52,Long-term,medium,Under 7 year
Aaron Stewart,57,118000000.0,295074719.63,Short-term,low,Under 4 year
Savannah Martin,57,75000000.0,118697838.2,Long-term,low,Under 1 year
Raven Knight,49,138000000.0,297056063.62,Medium-term,high,Under 7 year
Anthony Reyes,50,28000000.0,76100754.53,Medium-term,high,Under 4 year
Gregory Collins,19,90000000.0,167036903.74,Medium-term,low,Under 7 year
Allison Green,50,92000000.0,184941615.18,Medium-term,low,Under 8 year
Michael Patel,18,67000000.0,140455165.83,Medium-term,high,Under 4 year
Stacy Hernandez,34,2000000.0,3182661.41,Short-term,low,Under 1 year
Monica Allen,47,84000000.0,141929259.78,Short-term,medium,Under 0 year
Amanda Scott,34,8000000.0,13315377.79,Medium-term,medium,Under 2 year
Robert Rodriguez,65,105000000.0,187864600.04,Short-term,high,Under 5 year
Andre Burke,62,125000000.0,226078863.75,Medium-term,high,Under 0 year
David Hayes,44,122000000.0,322352238.62,Short-term,medium,Under 4 year
Allison Patton,54,96000000.0,192832012.22,Long-term,low,Under 4 year
Patrick Paul,40,146000000.0,293457962.19,Long-term,medium,Under 7 year
Jerry Jones,30,128000000.0,328267680.5,Short-term,low,Under 8 year
Joseph Sanders,21,41000000.0,77803732.91,Long-term,medium,Under 0 year
Kara Smith,26,144000000.0,323490544.22,Medium-term,low,Under 7 year
Lori Burch,21,30000000.0,86544489.9,Long-term,medium,Under 5 year
Jerry Morrow,24,47000000.0,76363553.11,Short-term,low,Under 7 year
Anne Hughes,42,148000000.0,338189227.55,Medium-term,low,Under 7 year
Jessica Garza,32,32000000.0,66973736.87,Medium-term,low,Under 7 year
Kirsten Monroe,52,79000000.0,224624476.98,Medium-term,medium,Under 1 year
Daniel Conley,45,135000000.0,251451267.43,Short-term,high,Under 9 year
Bethany Boyd,24,32000000.0,81860156.33,Medium-term,low,Under 8 year
John Galvan,35,131000000.0,220396622.29,Long-term,medium,Under 4 year
Jesse Costa,38,24000000.0,69022118.54,Long-term,low,Under 7 year
Joshua Anderson,62,137000000.0,372333320.32,Long-term,medium,Under 5 year
Erica Gibson,44,14000000.0,32959407.81,Medium-term,medium,Under 0 year
Nicholas Sullivan,23,50000000.0,109002691.27,Long-term,high,Under 5 year
Antonio Graham,45,136000000.0,324265960.03,Long-term,low,Under 6 year
Michael Thomas,34,52000000.0,151082668.15,Short-term,high,Under 8 year
Francisco Harris,42,91000000.0,219680693.74,Short-term,high,Under 7 year
Tracy Nunez,64,60000000.0,137819527.21,Medium-term,medium,Under 2 year
Nicholas Brown,52,90000000.0,254806112.15,Medium-term,medium,Under 6 year
Lisa Hernandez,65,14000000.0,33790542.37,Short-term,medium,Under 5 year
Timothy Byrd,46,143000000.0,382316824.52,Long-term,medium,Under 6 year
Michelle Johnson,26,58000000.0,133071054.31,Long-term,medium,Under 1 year
Angelica Lucas,43,37000000.0,64902781.46,Medium-term,high,Under 3 year
Jacob Branch,43,119000000.0,217493918.83,Medium-term,high,Under 5 year
Jody Davis,35,92000000.0,272364903.17,Medium-term,high,Under 3 year
Sarah Elliott,21,62000000.0,185199687.12,Long-term,medium,Under 2 year
Autumn King,29,147000000.0,403069411.27,Short-term,high,Under 1 year
Nicholas Davis,29,119000000.0,181407588.13,Long-term,low,Under 8 year
Brittany Nguyen,33,60000000.0,135369809.62,Long-term,medium,Under 2 year
Craig Williams,45,5000000.0,8136167.13,Long-term,medium,Under 3 year
Jessica Gaines,40,25000000.0,59253421.09,Short-term,medium,Under 9 year
Mrs. Ariana Orr DVM,55,19000000.0,44312313.61,Long-term,medium,Under 7 year
Christine Holden,44,92000000.0,143287199.79,Long-term,low,Under 7 year
Luke Cruz,24,39000000.0,102351523.39,Short-term,high,Under 7 year
Mark Weeks,43,55000000.0,138618116.03,Medium-term,low,Under 3 year
Michael Hernandez,19,87000000.0,194431495.11,Medium-term,high,Under 5 year
Ashley Moore,32,132000000.0,256099364.44,Medium-term,high,Under 3 year
Stephanie Edwards,60,99000000.0,179079107.1,Long-term,high,Under 8 year
Laura Ford,39,81000000.0,192998161.41,Medium-term,medium,Under 6 year
David Bradley,64,76000000.0,134521491.68,Short-term,low,Under 9 year
Christina Hernandez,52,39000000.0,78367558.61,Long-term,high,Under 3 year
Lorraine Lewis,27,61000000.0,114465017.56,Medium-term,medium,Under 9 year
Theresa Barrera,38,135000000.0,300746242.13,Medium-term,low,Under 8 year
John Garcia,63,19000000.0,36522932.67,Short-term,high,Under 0 year
Samantha Conley,53,4000000.0,8883234.38,Medium-term,medium,Under 2 year
Carlos Hodge,51,107000000.0,196762991.0,Long-term,low,Under 3 year
Cindy Olsen,26,148000000.0,433713583.36,Long-term,medium,Under 1 year
Jimmy Conrad,26,46000000.0,113467591.85,Short-term,low,Under 4 year
Kimberly Vaughan,52,149000000.0,434736771.95,Short-term,low,Under 3 year
Jonathan Roberts,42,87000000.0,202152322.24,Medium-term,medium,Under 8 year
Julia Choi,35,1000000.0,2563490.51,Medium-term,high,Under 0 year
Jacob Decker,27,41000000.0,84619897.31,Short-term,high,Under 8 year
Victor Long,50,55000000.0,85851214.65,Short-term,low,Under 3 year
Brooke Kennedy,45,70000000.0,190393770.75,Short-term,low,Under 1 year
Lisa Hansen,22,31000000.0,79425963.92,Long-term,low,Under 7 year
Derrick Ross,26,140000000.0,218783874.38,Long-term,low,Under 5 year
Vanessa Short,47,8000000.0,13173321.78,Long-term,medium,Under 9 year
Corey Klein,28,143000000.0,337146342.71,Medium-term,high,Under 2 year
Joseph Matthews,29,124000000.0,358581522.87,Long-term,medium,Under 2 year
Rodney Young,28,131000000.0,290697125.79,Medium-term,medium,Under 3 year
Jacob Nelson,62,108000000.0,236040679.22,Long-term,low,Under 2 year
Roger Berry,48,91000000.0,207168065.96,Long-term,low,Under 5 year
Brittney Mora,20,50000000.0,129079980.54,Medium-term,medium,Under 5 year
Michael Sawyer,34,109000000.0,254508602.07,Short-term,low,Under 0 year
Joseph Davis,58,3000000.0,6359132.01,Short-term,low,Under 0 year
Timothy Mcintosh,46,61000000.0,116860049.92,Long-term,high,Under 4 year
Gene Cooper,60,6000000.0,16230788.74,Long-term,low,Under 7 year
Courtney Thomas,32,56000000.0,144597065.69,Long-term,medium,Under 1 year
Samantha Gordon,64,88000000.0,153453118.42,Long-term,medium,Under 4 year
Kimberly Coleman,29,49000000.0,121442076.51,Short-term,medium,Under 9 year
Troy Ross,29,70000000.0,178693230.53,Medium-term,low,Under 7 year
Sydney Thomas,59,102000000.0,192692640.17,Medium-term,medium,Under 0 year
Cynthia Moses,29,124000000.0,347496331.21,Short-term,medium,Under 0 year
Mary Williams,24,9000000.0,22503021.11,Short-term,high,Under 9 year
David Mueller,30,150000000.0,372542122.7,Short-term,high,Under 9 year
Christopher Mercado,50,124000000.0,344862176.16,Long-term,high,Under 2 year
