Name,Age,Monthy Income,Accumulated Assets,Investment Goals,Risk Tolerance,Investment Experience
Christine Vargas,23,89000000.0,141517894.79,Medium-term,low,Under 7 year
Carolyn Larsen,41,98000000.0,291010058.26,Long-term,medium,Under 7 year
Shannon Jones,51,145000000.0,239407493.18,Short-term,high,Under 5 year
Jennifer Hendrix MD,42,73000000.0,178412794.81,Short-term,high,Under 2 year
Gerald Barrett,63,54000000.0,110775783.6,Medium-term,low,Under 0 year
Erika Price,24,144000000.0,388510968.6,Short-term,low,Under 6 year
John Hicks,45,105000000.0,277536317.91,Short-term,low,Under 8 year
Susan Zhang,64,53000000.0,149900575.09,Long-term,medium,Under 8 year
Courtney Robinson,49,12000000.0,33558729.38,Long-term,low,Under 7 year
Sean Vasquez,65,57000000.0,165655179.19,Long-term,low,Under 5 year
John Morrow,41,70000000.0,208679781.36,Long-term,medium,Under 9 year
Kristen Wilson,62,114000000.0,245215792.87,Long-term,medium,Under 7 year
Judith Oneal,46,98000000.0,173749060.89,Short-term,low,Under 2 year
Connie Brown,46,93000000.0,158835363.56,Long-term,high,Under 6 year
Elizabeth Miller,52,66000000.0,170888700.73,Medium-term,high,Under 4 year
Andrea Jackson,34,138000000.0,352768364.22,Medium-term,high,Under 2 year
David Gomez,64,124000000.0,214782111.13,Medium-term,medium,Under 1 year
Dale Ramirez,53,19000000.0,34220141.31,Short-term,medium,Under 9 year
Kristin Miller,63,32000000.0,85335089.07,Short-term,low,Under 2 year
Sandra Davis,25,70000000.0,178098024.6,Short-term,low,Under 1 year
Tammy Oconnor,29,36000000.0,81251005.19,Medium-term,high,Under 5 year
Christopher Chang,39,2000000.0,5389578.08,Medium-term,high,Under 3 year
Cory Miller,43,99000000.0,240292016.58,Short-term,high,Under 0 year
Katherine Johnson,65,44000000.0,66353058.06,Long-term,low,Under 6 year
Marie Frye,19,122000000.0,335772398.76,Medium-term,high,Under 0 year
Raymond Cox,45,31000000.0,90176514.64,Long-term,medium,Under 0 year
Daryl Evans,24,88000000.0,233240262.7,Short-term,medium,Under 3 year
Amy Watson,47,73000000.0,147442932.56,Short-term,medium,Under 2 year
Joel Pruitt,43,59000000.0,172683193.76,Medium-term,medium,Under 7 year
Cody Ross,53,135000000.0,267267749.97,Long-term,high,Under 9 year
Thomas King,46,149000000.0,300655558.03,Long-term,medium,Under 0 year
Michael Parker,45,145000000.0,320684220.51,Long-term,medium,Under 6 year
Michele Burton,45,25000000.0,50433846.74,Long-term,high,Under 6 year
David White II,59,39000000.0,88790774.36,Short-term,low,Under 9 year
Taylor Jones,22,11000000.0,27770643.42,Short-term,low,Under 9 year
Wayne Phillips,64,93000000.0,152575136.65,Short-term,low,Under 0 year
Michael Williams,40,77000000.0,158146086.29,Medium-term,low,Under 6 year
Christina Castro,53,126000000.0,374939297.92,Short-term,low,Under 2 year
Daisy Williams,50,81000000.0,131363835.33,Long-term,medium,Under 8 year
Andrew Matthews,52,57000000.0,86586294.79,Medium-term,high,Under 9 year
Laura Hoffman,40,50000000.0,82775776.73,Short-term,medium,Under 3 year
Larry Brown,30,110000000.0,196774923.25,Long-term,high,Under 2 year
Antonio Gonzalez,57,64000000.0,186702639.87,Medium-term,low,Under 9 year
Jillian Johnson,57,125000000.0,223273690.3,Short-term,high,Under 2 year
Casey Thomas,55,74000000.0,196758505.05,Long-term,medium,Under 9 year
Jason Gordon,31,103000000.0,208078095.07,Long-term,medium,Under 6 year
Jose Carroll,56,101000000.0,157902393.46,Long-term,low,Under 0 year
Joy Hansen,57,116000000.0,338991876.08,Short-term,medium,Under 4 year
Ashlee Padilla,53,145000000.0,242605488.02,Long-term,low,Under 2 year
Victoria Thomas,23,139000000.0,395016108.1,Short-term,low,Under 9 year
Christopher Garrison,40,106000000.0,206683703.23,Long-term,medium,Under 9 year
Chelsea Mcclure,19,69000000.0,132949555.32,Short-term,low,Under 5 year
Mason Wallace,26,138000000.0,335461093.46,Short-term,high,Under 9 year
Matthew Grant,19,98000000.0,243395056.96,Medium-term,medium,Under 9 year
Pamela Mitchell,45,61000000.0,170442040.39,Long-term,medium,Under 1 year
Brent Rice,37,64000000.0,146259782.34,Short-term,low,Under 2 year
Tiffany Herrera,25,83000000.0,172625767.89,Medium-term,medium,Under 0 year
Mark Wright,65,35000000.0,96267264.14,Medium-term,medium,Under 5 year
Christopher Rhodes,44,39000000.0,94705717.75,Medium-term,low,Under 6 year
Marcus Santiago,25,8000000.0,13560058.04,Medium-term,medium,Under 1 year
Michael Oliver,37,14000000.0,30012741.92,Medium-term,low,Under 1 year
Brandon Young,26,86000000.0,201680137.68,Short-term,high,Under 7 year
Laura Dunn,29,14000000.0,22482911.75,Long-term,medium,Under 6 year
Karen Lee,22,150000000.0,349587399.36,Medium-term,high,Under 4 year
Linda Williams,59,9000000.0,17720898.25,Medium-term,high,Under 6 year
Laura Martin,55,139000000.0,370923645.39,Long-term,medium,Under 3 year
Briana Ward,54,85000000.0,152298404.71,Long-term,medium,Under 3 year
Ashley Sullivan,51,114000000.0,293312548.32,Short-term,high,Under 4 year
Jacqueline Edwards,26,6000000.0,13859104.65,Medium-term,low,Under 8 year
Mr. James Olsen,57,62000000.0,180162378.86,Short-term,low,Under 7 year
Charles Lopez,48,111000000.0,265298258.59,Long-term,low,Under 5 year
Marcus Porter,60,113000000.0,181092944.58,Medium-term,low,Under 8 year
Trevor Larson,47,42000000.0,66462466.36,Long-term,medium,Under 5 year
Jennifer Bailey,54,102000000.0,208595305.36,Long-term,low,Under 0 year
Barbara Perez,29,29000000.0,68198510.41,Long-term,low,Under 6 year
John Singh,43,102000000.0,224738269.0,Short-term,medium,Under 6 year
Aaron Rodriguez,21,146000000.0,263009828.93,Long-term,medium,Under 4 year
James Johnson,43,83000000.0,179831729.06,Short-term,low,Under 5 year
Anna Vasquez,51,85000000.0,182032867.25,Short-term,high,Under 7 year
Melissa Chaney,44,13000000.0,31988318.33,Short-term,low,Under 8 year
Victoria Oliver,55,64000000.0,121537241.21,Short-term,medium,Under 1 year
Mr. Jordan Ortega,53,12000000.0,34958260.22,Short-term,high,Under 0 year
Heather Harris,38,41000000.0,103305642.67,Short-term,high,Under 3 year
Jason Cole,52,66000000.0,176470126.05,Long-term,low,Under 5 year
Matthew Harvey,42,111000000.0,244979389.95,Long-term,low,Under 6 year
Kristy Berg,22,11000000.0,28470405.43,Long-term,medium,Under 3 year
Julie Vaughn,51,2000000.0,4702951.52,Medium-term,high,Under 5 year
Barbara Harris,38,76000000.0,189699486.62,Medium-term,medium,Under 8 year
Melissa Atkins,60,131000000.0,245419869.05,Medium-term,high,Under 9 year
Norma Mosley,56,111000000.0,178436449.6,Long-term,low,Under 9 year
Sue Zimmerman,50,69000000.0,186810690.04,Short-term,high,Under 8 year
Michael Cole,31,150000000.0,347104008.47,Medium-term,medium,Under 8 year
Jeffrey Huffman,60,94000000.0,151546049.86,Medium-term,low,Under 8 year
Richard Brown,58,68000000.0,150114226.32,Medium-term,high,Under 1 year
James Cortez,38,78000000.0,167293613.59,Medium-term,high,Under 2 year
Matthew Dickerson,40,77000000.0,116340238.95,Long-term,medium,Under 9 year
Mary Kelly,54,90000000.0,198411288.16,Short-term,low,Under 5 year
Paul Brown,31,50000000.0,132808469.38,Long-term,high,Under 2 year
Sandra Reyes,30,71000000.0,208180758.11,Medium-term,low,Under 7 year
Kenneth Schultz,60,90000000.0,251199682.53,Long-term,medium,Under 2 year
Jose Clark,34,96000000.0,156326721.65,Medium-term,high,Under 5 year
Bruce Reed,30,44000000.0,109444667.54,Short-term,low,Under 4 year
Jon Williams,19,150000000.0,348497249.61,Medium-term,low,Under 8 year
Kenneth Howard,31,54000000.0,82005439.59,Long-term,high,Under 4 year
Keith Buck,51,89000000.0,244412322.65,Long-term,low,Under 9 year
Emily Williams,42,104000000.0,174495997.85,Medium-term,medium,Under 0 year
Kimberly Wilson,60,101000000.0,251683926.87,Short-term,low,Under 8 year
Jesus Thomas,38,54000000.0,97996098.4,Short-term,high,Under 0 year
Dawn Graves,54,33000000.0,62206034.26,Long-term,medium,Under 7 year
Devin Williams,33,127000000.0,230914075.54,Medium-term,medium,Under 4 year
Michael Hughes,62,127000000.0,367655246.6,Long-term,high,Under 9 year
Jennifer Brown,30,121000000.0,342923960.66,Medium-term,medium,Under 3 year
Randall Delgado,60,89000000.0,137828377.74,Long-term,low,Under 6 year
Mr. Joshua Wyatt,19,51000000.0,105447498.77,Medium-term,medium,Under 6 year
Catherine Richardson,34,93000000.0,237587352.67,Short-term,low,Under 2 year
Jennifer Lawson,21,76000000.0,197182548.89,Short-term,low,Under 2 year
Samantha Bridges,55,104000000.0,206058992.23,Medium-term,medium,Under 0 year
Travis Gardner,35,76000000.0,127064245.9,Medium-term,medium,Under 6 year
Charles Carter,41,122000000.0,218245054.64,Long-term,medium,Under 6 year
George Perez,25,141000000.0,266565558.15,Long-term,high,Under 2 year
Timothy Stanley,18,134000000.0,372140701.95,Long-term,medium,Under 5 year
Steven Smith,48,58000000.0,156471635.34,Medium-term,medium,Under 6 year
Joseph Freeman,26,52000000.0,119498321.21,Short-term,medium,Under 2 year
Tracy Taylor,50,72000000.0,198576178.26,Short-term,high,Under 2 year
Christopher Rojas,25,90000000.0,142904452.73,Long-term,medium,Under 9 year
Donald Carey,28,88000000.0,212005843.92,Short-term,medium,Under 9 year
Kathleen Summers,44,30000000.0,85406982.98,Short-term,low,Under 6 year
Philip Johnson,26,119000000.0,269213565.47,Short-term,medium,Under 5 year
David Garcia,22,141000000.0,336403657.99,Long-term,medium,Under 6 year
Robert Moore,24,105000000.0,168661280.13,Short-term,high,Under 8 year
Benjamin Romero,26,142000000.0,293188334.74,Medium-term,high,Under 3 year
Angela Potter,61,144000000.0,326803902.98,Medium-term,high,Under 0 year
Chelsea Jimenez,61,57000000.0,123483065.49,Medium-term,high,Under 5 year
Joseph Clark,38,118000000.0,209211410.68,Short-term,high,Under 2 year
Brandi Nicholson,38,103000000.0,306289507.32,Long-term,high,Under 3 year
Joseph Lawrence,26,141000000.0,387907408.07,Long-term,medium,Under 9 year
Gerald Gates,51,38000000.0,96372111.05,Long-term,low,Under 3 year
David Gonzalez,23,29000000.0,45234441.06,Long-term,high,Under 5 year
Rachel Smith,55,48000000.0,120824166.05,Long-term,high,Under 5 year
Mark Mcdowell,46,124000000.0,340535324.34,Medium-term,medium,Under 9 year
Brian Blevins,40,97000000.0,180627230.93,Long-term,high,Under 0 year
Jordan Lucas,19,134000000.0,375600137.64,Short-term,high,Under 7 year
Tommy Smith,31,47000000.0,103779088.98,Medium-term,high,Under 2 year
Eileen King,29,106000000.0,301183624.34,Short-term,low,Under 1 year
Jason Schmidt,51,84000000.0,199542392.39,Long-term,high,Under 0 year
James Webb,62,46000000.0,77249356.88,Long-term,high,Under 6 year
Brianna Castro,23,23000000.0,46261010.59,Long-term,high,Under 5 year
Nichole Thompson,56,25000000.0,71304999.19,Short-term,medium,Under 4 year
Allison Torres,48,139000000.0,314501971.93,Medium-term,high,Under 8 year
Travis Kennedy,31,44000000.0,84169032.27,Long-term,medium,Under 6 year
Ms. Christine Arias,50,39000000.0,90359776.35,Short-term,low,Under 9 year
Alexander Rhodes,33,140000000.0,292052662.86,Short-term,low,Under 8 year
Jessica Lynch,60,93000000.0,145253533.42,Medium-term,medium,Under 3 year
Laura Lane,59,143000000.0,341645442.9,Medium-term,high,Under 9 year
Jamie Lopez,60,58000000.0,110926525.42,Medium-term,low,Under 9 year
Robert Oneill,58,142000000.0,359488916.38,Short-term,medium,Under 3 year
Marie Oconnell,64,57000000.0,111451443.77,Long-term,low,Under 2 year
Lisa Moran,23,75000000.0,207188089.16,Long-term,low,Under 2 year
Sean Abbott,50,34000000.0,99326649.37,Medium-term,medium,Under 8 year
Lynn Simpson,53,146000000.0,375851380.14,Medium-term,low,Under 8 year
Cole Garrison,59,3000000.0,8076775.75,Long-term,low,Under 0 year
Ronald Long,28,130000000.0,325161702.89,Long-term,medium,Under 6 year
Daniel Anderson,24,4000000.0,10178364.6,Long-term,medium,Under 0 year
James Reid,36,37000000.0,92003210.41,Short-term,low,Under 6 year
Austin Mitchell,51,105000000.0,221790628.38,Long-term,high,Under 6 year
Mary Jordan,50,13000000.0,36426691.1,Long-term,high,Under 2 year
Kevin Hatfield,40,35000000.0,88936421.65,Long-term,high,Under 0 year
Victor Savage,22,14000000.0,27268045.77,Long-term,low,Under 5 year
Nichole Robinson,55,119000000.0,274603945.2,Long-term,medium,Under 9 year
Kenneth Taylor,43,26000000.0,74123369.95,Long-term,low,Under 9 year
Dr. Bryan Bartlett,44,94000000.0,277804446.46,Long-term,medium,Under 5 year
Shelley Figueroa,47,94000000.0,206068277.82,Medium-term,medium,Under 1 year
Robin Knox,48,31000000.0,70461014.94,Medium-term,low,Under 2 year
Shelly Zuniga,55,131000000.0,383779351.19,Short-term,high,Under 0 year
Jacob Foster,24,12000000.0,31864661.13,Short-term,medium,Under 2 year
Kelly Dominguez,37,141000000.0,295931044.59,Short-term,high,Under 1 year
Kristen Brown,63,54000000.0,92443881.38,Short-term,high,Under 9 year
William Gomez,28,14000000.0,31855246.99,Medium-term,medium,Under 7 year
Albert Dougherty,20,60000000.0,104654332.53,Long-term,medium,Under 2 year
Patricia Henry,48,3000000.0,5467827.04,Long-term,high,Under 1 year
Troy Garcia,65,66000000.0,138391134.32,Medium-term,medium,Under 4 year
Andrew Hughes,46,123000000.0,234434112.78,Long-term,medium,Under 7 year
Anthony Jones,64,145000000.0,340331203.84,Short-term,medium,Under 6 year
Joel Valdez,35,94000000.0,188361151.27,Long-term,low,Under 0 year
Sarah Rivera,62,138000000.0,332287398.99,Short-term,high,Under 6 year
Sarah Sanders,47,20000000.0,31145715.64,Medium-term,medium,Under 9 year
Timothy Dickerson,62,91000000.0,165748278.51,Short-term,medium,Under 0 year
David Jenkins,42,118000000.0,301585128.32,Medium-term,low,Under 2 year
Robert Ford,49,133000000.0,337357240.97,Short-term,medium,Under 5 year
David Goodman,25,77000000.0,229407811.69,Long-term,high,Under 0 year
Lauren Young,32,106000000.0,253988352.25,Medium-term,high,Under 8 year
Nicholas Randolph,25,98000000.0,203078487.81,Short-term,low,Under 2 year
Marcus Vargas,42,75000000.0,130543895.84,Medium-term,medium,Under 4 year
Thomas Love,49,146000000.0,371223410.89,Medium-term,high,Under 3 year
Sarah Fletcher,21,138000000.0,371402954.49,Long-term,medium,Under 8 year
Dustin Gordon,63,51000000.0,139633763.78,Medium-term,low,Under 8 year
Traci Shannon,19,99000000.0,220211527.3,Long-term,medium,Under 5 year
Tami Shaw,46,111000000.0,205595106.26,Short-term,low,Under 0 year
Valerie Smith,18,117000000.0,323913418.84,Long-term,high,Under 5 year
Tracy Lee,24,80000000.0,175163943.18,Short-term,low,Under 6 year
Nicole Dominguez,56,41000000.0,66147797.93,Medium-term,low,Under 7 year
Jason Steele,54,28000000.0,80749442.37,Long-term,low,Under 6 year
Jodi Jordan,51,146000000.0,283721812.36,Short-term,high,Under 2 year
Steven Johnson,33,130000000.0,237892511.46,Short-term,medium,Under 2 year
Robert Kelley,55,144000000.0,224485741.57,Medium-term,high,Under 4 year
Valerie Silva,52,96000000.0,274407988.27,Medium-term,low,Under 4 year
Miranda Turner,21,121000000.0,318844338.45,Medium-term,high,Under 8 year
Calvin White,43,36000000.0,87527314.09,Short-term,low,Under 0 year
Stacey Weaver,42,38000000.0,66622706.78,Long-term,low,Under 2 year
Tyler Mitchell,39,90000000.0,149249009.0,Short-term,medium,Under 3 year
Miguel Kirk,29,30000000.0,49981408.1,Medium-term,high,Under 9 year
Brooke King,25,104000000.0,189632234.76,Medium-term,medium,Under 4 year
Julie Armstrong,53,67000000.0,127058117.68,Long-term,high,Under 7 year
Crystal Kidd,29,111000000.0,235639766.61,Medium-term,medium,Under 5 year
Michael Francis,52,45000000.0,115378098.36,Long-term,medium,Under 6 year
James Wright,47,73000000.0,194013576.12,Medium-term,high,Under 5 year
Christopher Armstrong,57,34000000.0,90102353.23,Short-term,medium,Under 4 year
Brittany Moore,44,87000000.0,252071278.48,Long-term,high,Under 6 year
Katherine Simmons,57,87000000.0,203452428.76,Long-term,low,Under 8 year
John Johnson,29,83000000.0,223888563.23,Long-term,high,Under 0 year
James Lindsey,60,94000000.0,232245595.49,Medium-term,medium,Under 4 year
Debbie Johnson,43,22000000.0,53826490.42,Short-term,low,Under 4 year
Kelly Gordon,34,145000000.0,396788473.11,Long-term,high,Under 2 year
Michelle Huff,35,143000000.0,378258908.09,Short-term,low,Under 8 year
Dennis Duncan,37,100000000.0,197231435.63,Long-term,high,Under 5 year
Timothy Mcdaniel,59,50000000.0,144275895.73,Long-term,high,Under 7 year
Ray Strong,39,92000000.0,221962271.75,Long-term,high,Under 7 year
Lynn Morgan,58,142000000.0,266319389.55,Long-term,medium,Under 2 year
Mario Ryan,44,131000000.0,217950899.72,Short-term,low,Under 4 year
Jessica Frost,41,128000000.0,235316703.88,Short-term,low,Under 4 year
Stephen Kim,52,1000000.0,1827250.1,Short-term,high,Under 5 year
Chelsea Barnes,64,44000000.0,101388327.81,Long-term,high,Under 9 year
Angel Nixon,25,135000000.0,392986288.16,Long-term,medium,Under 3 year
Susan Terry,19,17000000.0,45659135.09,Medium-term,high,Under 3 year
Emily Gilbert,46,15000000.0,23453712.89,Medium-term,medium,Under 0 year
Jack Wilson,28,37000000.0,107437995.54,Medium-term,medium,Under 8 year
Patricia Turner,18,103000000.0,262668694.58,Long-term,medium,Under 5 year
Janet Wagner DVM,48,74000000.0,123905502.64,Medium-term,low,Under 5 year
Wayne Reed,58,84000000.0,145650252.41,Medium-term,high,Under 0 year
Cindy Thomas,35,52000000.0,153359289.43,Short-term,medium,Under 8 year
Ashley Jenkins,33,36000000.0,94045766.55,Short-term,high,Under 7 year
Jennifer Rodriguez,55,150000000.0,438306759.64,Short-term,high,Under 0 year
Robert Ball,24,35000000.0,90175835.36,Medium-term,low,Under 5 year
Tracy Mercado,63,5000000.0,8776782.65,Short-term,medium,Under 0 year
Teresa Williams,33,53000000.0,118329514.4,Short-term,high,Under 9 year
Andrew Owen,56,56000000.0,88732697.65,Medium-term,medium,Under 5 year
Jennifer Hill,50,107000000.0,315252843.16,Long-term,high,Under 5 year
Natalie Brown,18,59000000.0,110662690.3,Long-term,low,Under 1 year
Nathan Hall,29,45000000.0,68287541.03,Short-term,low,Under 2 year
Jordan Smith,28,30000000.0,89038224.7,Medium-term,low,Under 8 year
Timothy Wagner,48,1000000.0,2121252.32,Short-term,medium,Under 7 year
Richard Brewer,27,69000000.0,135720436.4,Short-term,low,Under 8 year
Barbara Calderon,25,128000000.0,345637697.57,Long-term,high,Under 6 year
Jacob Ramirez,38,102000000.0,210254335.99,Short-term,medium,Under 5 year
Julie Kelley,22,29000000.0,63210448.91,Short-term,high,Under 7 year
Jill Garcia,18,5000000.0,13195813.81,Short-term,low,Under 1 year
Nicholas White,49,109000000.0,246879574.84,Medium-term,medium,Under 6 year
Matthew Smith,62,25000000.0,44141089.09,Long-term,high,Under 1 year
Debra Sims,35,86000000.0,204149375.42,Long-term,high,Under 2 year
Natalie Thompson,60,11000000.0,25071461.73,Medium-term,medium,Under 0 year
Alexander Fox,33,13000000.0,33916815.44,Short-term,low,Under 3 year
Vicki Smith,55,135000000.0,205806356.7,Long-term,high,Under 9 year
Morgan Mcbride,43,116000000.0,216424736.25,Short-term,high,Under 5 year
Anthony Pierce,40,10000000.0,16885676.12,Long-term,low,Under 5 year
Shawn Mitchell,35,126000000.0,253821153.58,Long-term,high,Under 6 year
James Leblanc,45,16000000.0,24189169.54,Short-term,medium,Under 8 year
Kathryn Alexander,52,32000000.0,55236610.43,Long-term,high,Under 1 year
Darrell Walker,55,84000000.0,204228853.55,Long-term,low,Under 1 year
Jonathan Estrada,59,70000000.0,164984594.29,Long-term,low,Under 1 year
Lindsey Alexander,61,22000000.0,38120755.81,Long-term,medium,Under 3 year
Olivia George,61,92000000.0,179469755.26,Long-term,medium,Under 2 year
Elizabeth Kane,50,87000000.0,146919203.1,Short-term,medium,Under 0 year
Mark Chapman,56,12000000.0,28523457.05,Medium-term,high,Under 3 year
Jessica Griffin,18,109000000.0,306920796.84,Short-term,medium,Under 9 year
Anna Mills,64,75000000.0,203477564.84,Long-term,high,Under 5 year
Joseph Mason,36,37000000.0,95397404.19,Short-term,high,Under 3 year
Roberta Nguyen,57,132000000.0,238070876.44,Short-term,medium,Under 6 year
Justin Barrera,42,51000000.0,121639111.07,Short-term,medium,Under 0 year
Lance Velazquez,18,130000000.0,292587351.08,Long-term,high,Under 9 year
Johnny Harris,54,22000000.0,56615950.04,Medium-term,high,Under 0 year
Jessica Martin,36,38000000.0,57863517.13,Medium-term,medium,Under 0 year
Terri Wright,20,50000000.0,145972060.65,Medium-term,low,Under 3 year
Nicole Harris,41,70000000.0,118506892.17,Short-term,medium,Under 9 year
Cynthia Jones,40,119000000.0,283153647.25,Medium-term,high,Under 0 year
Jonathan Smith,52,107000000.0,290991768.92,Medium-term,medium,Under 8 year
Nancy Steele,26,81000000.0,137062437.18,Short-term,medium,Under 4 year
Lisa Clark,25,25000000.0,41727731.87,Long-term,low,Under 8 year
Tara Padilla,65,80000000.0,189574579.04,Long-term,low,Under 6 year
Samantha Bryant,54,120000000.0,339737716.29,Medium-term,low,Under 6 year
Emily Brewer,33,105000000.0,212169993.28,Short-term,medium,Under 1 year
Phillip Jones,33,93000000.0,165260000.54,Long-term,low,Under 5 year
Stacey Gaines,32,24000000.0,68719504.34,Medium-term,high,Under 7 year
Richard Romero,35,105000000.0,214667160.19,Short-term,high,Under 9 year
April Nguyen,62,26000000.0,47440383.62,Short-term,low,Under 7 year
Jeffrey Steele,58,14000000.0,39494193.85,Long-term,low,Under 9 year
Heather Robinson,30,24000000.0,71475078.56,Medium-term,low,Under 4 year
Lindsey Campos,21,43000000.0,104830918.38,Long-term,high,Under 5 year
Seth Thomas,64,45000000.0,128138746.3,Medium-term,medium,Under 9 year
Melissa Mcfarland,64,15000000.0,41673448.97,Long-term,high,Under 5 year
Rachael Cummings MD,21,70000000.0,164762126.27,Medium-term,low,Under 4 year
Robert Lam,26,150000000.0,346900993.86,Short-term,high,Under 1 year
Edwin Wyatt,53,54000000.0,108684204.74,Medium-term,low,Under 0 year
Cody Ryan,24,114000000.0,207210842.11,Medium-term,high,Under 2 year
Matthew Lopez Jr.,55,15000000.0,23525256.24,Long-term,high,Under 9 year
Rachel Smith,53,122000000.0,251692682.83,Medium-term,high,Under 5 year
Daniel Moore,65,90000000.0,180451678.12,Medium-term,medium,Under 4 year
Maria Schaefer,40,59000000.0,127927969.69,Long-term,high,Under 5 year
Jeanne Miller,34,136000000.0,369121929.25,Medium-term,high,Under 4 year
James Terry,62,51000000.0,105259347.48,Medium-term,low,Under 4 year
Tina Raymond,45,87000000.0,226822412.33,Medium-term,medium,Under 3 year
Stephen Oconnell,33,118000000.0,182553904.84,Short-term,high,Under 6 year
Aaron Johnston,44,34000000.0,87783049.04,Short-term,low,Under 0 year
Robert Jones,24,125000000.0,369042998.32,Short-term,medium,Under 2 year
David Turner,64,139000000.0,219211872.46,Short-term,low,Under 8 year
Lance Watson,54,66000000.0,140349435.61,Medium-term,high,Under 6 year
Michael Wheeler,45,128000000.0,243189623.02,Long-term,high,Under 8 year
Stuart Cross,42,122000000.0,323959875.48,Medium-term,high,Under 6 year
Amy Harrington,27,121000000.0,338890938.13,Short-term,high,Under 4 year
Jason Elliott,33,67000000.0,128543456.16,Medium-term,medium,Under 7 year
Aaron Glenn,65,144000000.0,364324854.14,Short-term,medium,Under 3 year
Steve Owens II,18,107000000.0,277005342.56,Long-term,high,Under 9 year
Eric Mccormick,55,53000000.0,141225811.1,Long-term,low,Under 4 year
Angel Miller,64,69000000.0,140306357.86,Long-term,low,Under 9 year
Kelly Briggs,29,43000000.0,89533769.95,Medium-term,low,Under 3 year
Lori Walker,27,75000000.0,204479670.21,Medium-term,low,Under 7 year
Michael Pearson,38,81000000.0,206646866.26,Short-term,high,Under 4 year
Brianna Ramos,53,144000000.0,314523615.09,Long-term,medium,Under 1 year
John Schroeder,40,78000000.0,198780148.97,Medium-term,low,Under 2 year
Caitlyn Hunter,48,11000000.0,28027147.28,Short-term,low,Under 9 year
Christopher West,48,149000000.0,377624189.41,Short-term,medium,Under 7 year
Susan Rivera,48,139000000.0,393236150.21,Medium-term,medium,Under 9 year
Amanda May,42,54000000.0,138943278.33,Short-term,medium,Under 4 year
David Juarez,39,96000000.0,186254002.48,Short-term,high,Under 3 year
Madison Haynes,58,111000000.0,167305082.22,Long-term,high,Under 4 year
Cathy Chung,28,72000000.0,167129491.92,Long-term,high,Under 2 year
Anthony Case,32,121000000.0,298502573.03,Long-term,high,Under 2 year
Allison Harris,64,29000000.0,76687784.2,Medium-term,low,Under 4 year
Andrea Vazquez,27,71000000.0,206600066.14,Medium-term,medium,Under 2 year
Paula Mccoy,37,130000000.0,304924041.94,Medium-term,high,Under 4 year
Darlene Richards,53,136000000.0,212720960.77,Medium-term,high,Under 8 year
Paul Bowman,28,96000000.0,148318695.3,Short-term,medium,Under 3 year
Susan Lewis,41,72000000.0,153829703.04,Short-term,high,Under 8 year
Peter Anderson,40,110000000.0,248809581.39,Short-term,low,Under 2 year
Jacob Dillon,35,66000000.0,134371793.76,Medium-term,low,Under 4 year
Edward Todd,19,136000000.0,377585415.15,Short-term,low,Under 8 year
Mr. Jacob Garcia MD,54,124000000.0,321923641.3,Short-term,high,Under 6 year
Heather Vega,60,10000000.0,21772835.08,Medium-term,high,Under 9 year
Lindsey Curtis,44,94000000.0,212178615.97,Short-term,medium,Under 3 year
Ryan Wells,38,16000000.0,33224345.11,Long-term,low,Under 5 year
