Name,Age,Monthy Income,Accumulated Assets,Investment Goals,Risk Tolerance,Investment Experience
Brittany Thompson,34,142000000.0,412841213.54,Short-term,high,Under 1 year
Emily Donovan,48,15000000.0,42965277.1,Long-term,medium,Under 2 year
Christopher Larson,58,11000000.0,24368165.94,Medium-term,medium,Under 9 year
Lauren Beck,48,126000000.0,350269304.04,Short-term,medium,Under 2 year
Patrick Roberts,65,148000000.0,405008162.65,Medium-term,medium,Under 3 year
Brett Carpenter,40,21000000.0,51254950.09,Medium-term,high,Under 0 year
Daniel Lopez,40,94000000.0,211903817.41,Short-term,high,Under 3 year
Judith Wallace,57,34000000.0,53987093.03,Long-term,medium,Under 6 year
Sarah Mckinney,18,56000000.0,154506157.63,Long-term,medium,Under 3 year
Dr. Justin Peters,63,4000000.0,11297386.35,Medium-term,high,Under 4 year
Anthony Mahoney,46,130000000.0,286339946.7,Long-term,high,Under 2 year
Sherry Davis,48,57000000.0,103583181.69,Medium-term,high,Under 2 year
Andre Mullen,31,39000000.0,82731079.27,Short-term,low,Under 8 year
Heather Roberts,40,50000000.0,141534971.01,Short-term,high,Under 4 year
Charlene Patel,31,56000000.0,88363225.62,Short-term,low,Under 8 year
Jessica Singh,36,57000000.0,100737417.09,Medium-term,medium,Under 1 year
Monica Walter,45,13000000.0,20238764.13,Short-term,low,Under 3 year
Kathryn Bell,40,31000000.0,64271539.83,Long-term,low,Under 9 year
Cheryl Banks,37,107000000.0,221985250.1,Short-term,low,Under 8 year
Nicholas Farley,60,34000000.0,93897814.11,Short-term,medium,Under 2 year
Eric Wright,46,19000000.0,52790853.06,Short-term,high,Under 0 year
Gordon Gomez,40,90000000.0,248873606.06,Short-term,low,Under 8 year
Elizabeth Garcia,52,48000000.0,138142268.75,Medium-term,low,Under 2 year
Terry Mathis,56,143000000.0,237284032.3,Short-term,high,Under 0 year
Bryan Myers,38,50000000.0,134666768.55,Short-term,high,Under 5 year
Crystal Barry,57,101000000.0,194603964.08,Medium-term,medium,Under 2 year
Amanda Miller,36,102000000.0,301387185.95,Long-term,medium,Under 8 year
Joseph Glenn,44,142000000.0,338664252.14,Long-term,medium,Under 5 year
David Sullivan,22,150000000.0,304038710.74,Medium-term,medium,Under 1 year
David Cobb,19,99000000.0,226401867.25,Medium-term,low,Under 0 year
Riley Schultz DDS,24,138000000.0,380753763.06,Medium-term,medium,Under 0 year
Antonio Phillips,35,3000000.0,7521889.29,Long-term,low,Under 6 year
Theresa Smith DDS,52,16000000.0,34446405.91,Short-term,high,Under 8 year
Zachary Adams,25,137000000.0,301167200.67,Medium-term,medium,Under 7 year
Kara Johnson,56,133000000.0,207935275.15,Long-term,medium,Under 1 year
Donald Acevedo,24,1000000.0,1637792.21,Short-term,high,Under 0 year
Jody Vargas,48,54000000.0,131510735.84,Medium-term,high,Under 1 year
Debbie King,21,12000000.0,21858709.98,Short-term,high,Under 5 year
Ashley Cortez,44,114000000.0,331011912.45,Short-term,medium,Under 2 year
Ronnie Merritt,20,25000000.0,65546667.87,Short-term,low,Under 6 year
Christopher Mcconnell,18,91000000.0,248625893.9,Medium-term,high,Under 4 year
Christina Oliver,22,40000000.0,64909538.77,Short-term,high,Under 0 year
Mariah Smith MD,56,75000000.0,172359883.18,Medium-term,medium,Under 1 year
Mr. Robert Schneider,61,149000000.0,394705339.16,Medium-term,medium,Under 1 year
Patricia Garcia,42,48000000.0,81050773.64,Long-term,low,Under 8 year
Robert Burgess,43,106000000.0,160105519.01,Long-term,medium,Under 5 year
Beth Pena,53,145000000.0,431652237.43,Short-term,low,Under 8 year
Casey Lee,35,138000000.0,269431412.66,Long-term,high,Under 5 year
Joseph Smith,51,144000000.0,257661722.06,Medium-term,medium,Under 6 year
Clinton Edwards,45,114000000.0,179015260.33,Short-term,low,Under 6 year
Collin Spencer II,31,29000000.0,52670578.39,Short-term,high,Under 3 year
John Jensen,19,41000000.0,94503634.02,Long-term,medium,Under 2 year
Robert Mitchell,29,18000000.0,31421366.91,Medium-term,high,Under 2 year
Lisa Rogers MD,21,63000000.0,127835615.9,Short-term,high,Under 6 year
Kevin Singleton,62,111000000.0,285487776.27,Medium-term,low,Under 2 year
Nancy Frye,42,131000000.0,333795849.06,Long-term,high,Under 2 year
Edward Larson,33,90000000.0,265784881.91,Long-term,medium,Under 4 year
Kathy Cabrera,43,98000000.0,167363317.58,Short-term,low,Under 9 year
Alicia Myers,34,71000000.0,191833455.92,Short-term,high,Under 0 year
Paul Harris,54,78000000.0,143601222.19,Medium-term,medium,Under 6 year
Eugene Simmons,23,45000000.0,103463127.85,Short-term,high,Under 2 year
Suzanne Mcclain,37,72000000.0,194904898.36,Long-term,low,Under 5 year
Nicholas Garcia,39,42000000.0,116101907.14,Medium-term,low,Under 2 year
Victoria Williams,22,42000000.0,63109135.8,Medium-term,high,Under 3 year
Abigail Simmons,50,39000000.0,74021466.81,Medium-term,medium,Under 7 year
Robert Castaneda,52,78000000.0,174422948.18,Short-term,medium,Under 9 year
Elizabeth Tucker,34,2000000.0,5199063.28,Medium-term,high,Under 5 year
Tiffany Medina,61,97000000.0,209745929.32,Short-term,high,Under 0 year
Robin Newman,65,82000000.0,239529114.78,Long-term,low,Under 7 year
Denise Gutierrez,58,115000000.0,209797933.11,Long-term,medium,Under 6 year
Kenneth Garza,20,123000000.0,355052873.82,Short-term,low,Under 0 year
Christina May,55,79000000.0,177346334.36,Short-term,medium,Under 8 year
Anthony Martinez,24,145000000.0,324001442.63,Medium-term,medium,Under 3 year
Destiny Coleman,56,92000000.0,167729711.67,Medium-term,low,Under 4 year
Benjamin Moore,50,40000000.0,92316478.27,Long-term,high,Under 9 year
Bryan Arnold,52,136000000.0,386257551.7,Long-term,medium,Under 0 year
Sandra Hamilton,48,122000000.0,215790922.68,Medium-term,high,Under 8 year
William Figueroa PhD,28,22000000.0,62786716.67,Short-term,high,Under 3 year
Brenda Collins,42,78000000.0,203770144.4,Long-term,low,Under 9 year
Richard Barton,45,41000000.0,95843417.3,Short-term,medium,Under 8 year
Julie Moore,18,1000000.0,2842595.45,Medium-term,high,Under 6 year
Sarah Fisher,56,37000000.0,93665511.47,Long-term,low,Under 1 year
Joshua Herrera,27,69000000.0,183728396.85,Long-term,medium,Under 7 year
Chelsea Williams,60,23000000.0,36940262.23,Medium-term,medium,Under 3 year
Christina Sullivan,50,15000000.0,31681970.68,Medium-term,medium,Under 6 year
Terry Garrison,42,32000000.0,83289708.19,Medium-term,medium,Under 5 year
Vincent Ferguson,61,26000000.0,45797170.59,Long-term,low,Under 4 year
Michele Smith,35,33000000.0,52074770.04,Short-term,medium,Under 2 year
Robin Simmons,52,19000000.0,55104325.06,Long-term,high,Under 5 year
Peter Simpson,18,89000000.0,211642121.27,Long-term,medium,Under 0 year
Richard Sosa,42,18000000.0,45958504.64,Short-term,medium,Under 1 year
Sonia Carson,50,28000000.0,82797795.53,Medium-term,high,Under 4 year
Steven Valdez,48,140000000.0,309146894.99,Long-term,low,Under 3 year
Kristy Myers,24,50000000.0,111582640.26,Short-term,high,Under 0 year
Elizabeth Morales,31,78000000.0,167114414.82,Medium-term,low,Under 3 year
Jeremy Brown,35,12000000.0,27475696.36,Short-term,low,Under 9 year
Carl Jones,31,3000000.0,6369961.8,Long-term,medium,Under 2 year
George Sanchez,46,16000000.0,29219491.06,Short-term,medium,Under 4 year
Thomas Kim,30,76000000.0,145304087.48,Short-term,medium,Under 2 year
Stephanie Walker,49,113000000.0,303788658.16,Long-term,high,Under 9 year
Ralph Townsend,59,16000000.0,38777214.86,Long-term,high,Under 9 year
Hannah Adams,39,146000000.0,219185943.06,Long-term,medium,Under 2 year
Brittney Lopez,31,5000000.0,10360968.78,Medium-term,low,Under 4 year
Tiffany Holland,58,115000000.0,272317984.86,Short-term,medium,Under 7 year
Sandra Molina,27,49000000.0,108069758.56,Short-term,high,Under 6 year
Charles Phillips,50,131000000.0,341206466.67,Medium-term,medium,Under 8 year
Tiffany Castillo,65,34000000.0,66741107.69,Short-term,high,Under 3 year
Hector Byrd II,45,69000000.0,120342376.59,Short-term,high,Under 5 year
Mrs. Amanda Collins,30,17000000.0,33785002.46,Long-term,medium,Under 5 year
Dawn Stephens,27,74000000.0,170489641.39,Medium-term,low,Under 0 year
Matthew Brock,61,15000000.0,30183767.14,Short-term,low,Under 5 year
David Caldwell,58,115000000.0,211920563.6,Short-term,low,Under 2 year
Jessica Walker,41,88000000.0,206299740.96,Short-term,high,Under 2 year
Howard Scott,46,102000000.0,185034132.35,Short-term,high,Under 1 year
Edward Rasmussen,20,137000000.0,207132687.76,Medium-term,medium,Under 9 year
Tamara Nguyen,53,39000000.0,93878397.36,Long-term,high,Under 0 year
Jessica Randolph,24,98000000.0,206241427.57,Short-term,low,Under 2 year
James Nelson,54,92000000.0,232750242.22,Medium-term,low,Under 8 year
Sara Fowler,23,24000000.0,57603492.62,Long-term,medium,Under 7 year
Cameron Horn,61,127000000.0,339117588.69,Short-term,low,Under 1 year
Ms. Deborah Martin,28,99000000.0,266932494.08,Medium-term,low,Under 2 year
Mrs. Angela Sanchez,35,72000000.0,145179351.22,Long-term,medium,Under 8 year
Justin Holmes,53,33000000.0,86416277.95,Long-term,low,Under 5 year
Casey Armstrong,26,49000000.0,75559353.96,Long-term,high,Under 9 year
Curtis Harrison,59,12000000.0,20794835.69,Medium-term,low,Under 2 year
Ryan Gomez,54,126000000.0,338333554.77,Short-term,low,Under 4 year
Johnathan Murphy,31,92000000.0,258003147.14,Medium-term,low,Under 1 year
Kathleen Walsh,64,19000000.0,47874759.48,Medium-term,medium,Under 0 year
Michael Smith,22,105000000.0,223930623.86,Medium-term,low,Under 7 year
Tim Wright,40,9000000.0,23184714.82,Long-term,medium,Under 9 year
Steven Wilson,31,110000000.0,257965311.63,Short-term,medium,Under 5 year
Katherine Francis,37,76000000.0,139252544.49,Medium-term,low,Under 9 year
Darren Stevens,20,61000000.0,108956064.67,Medium-term,medium,Under 3 year
Tracie Mendez,42,38000000.0,113981531.8,Medium-term,high,Under 9 year
Mark Osborne,31,65000000.0,186110846.2,Long-term,medium,Under 7 year
Kevin Martin,25,119000000.0,278738125.19,Medium-term,low,Under 7 year
Edward Hatfield,47,147000000.0,231117695.0,Medium-term,high,Under 7 year
Stephanie Wells,40,101000000.0,273694389.97,Medium-term,high,Under 0 year
Ricky Ortega,45,22000000.0,33517012.9,Short-term,high,Under 4 year
Patrick Smith,63,44000000.0,78609966.49,Long-term,high,Under 4 year
Melissa Miller,20,105000000.0,301494195.55,Short-term,high,Under 1 year
Joel Frost,65,85000000.0,140141048.16,Medium-term,medium,Under 2 year
Adam Nelson,24,18000000.0,50847207.77,Medium-term,low,Under 7 year
Jason Adams,23,54000000.0,95700412.62,Medium-term,low,Under 0 year
Justin Russell,56,72000000.0,139753308.52,Medium-term,medium,Under 0 year
Mr. Cody Webb DVM,46,133000000.0,378493987.02,Medium-term,medium,Under 2 year
Gloria Jones,51,78000000.0,117518532.41,Medium-term,low,Under 4 year
Kayla Waters,58,57000000.0,127213712.62,Short-term,low,Under 3 year
Jonathan Nicholson,53,47000000.0,127092030.79,Medium-term,high,Under 4 year
Cory Watson,43,37000000.0,78355542.81,Short-term,low,Under 9 year
Matthew Sampson,18,85000000.0,183288086.28,Long-term,high,Under 5 year
Kerri Hoffman,53,12000000.0,24908786.92,Medium-term,low,Under 2 year
Carlos Smith,22,24000000.0,60156339.17,Long-term,high,Under 5 year
Jennifer Rose,47,93000000.0,153411707.41,Short-term,medium,Under 7 year
Marcia Wilson,19,71000000.0,139017334.94,Medium-term,medium,Under 6 year
Kelly Thomas,51,85000000.0,245011989.62,Long-term,medium,Under 3 year
Raymond Johnson,28,84000000.0,172161745.22,Long-term,medium,Under 6 year
Jessica Gallegos,32,144000000.0,258733075.81,Medium-term,low,Under 9 year
Anna Moody,27,105000000.0,191751128.9,Medium-term,low,Under 0 year
Angela Wagner,39,112000000.0,175521652.24,Short-term,medium,Under 4 year
Richard Mullen,64,83000000.0,127414150.26,Medium-term,high,Under 2 year
Michael Atkinson,29,77000000.0,230784354.12,Long-term,low,Under 1 year
Sherri Zimmerman,53,39000000.0,85794215.46,Short-term,high,Under 6 year
Andrea Taylor,55,34000000.0,52946477.13,Short-term,low,Under 1 year
Jason Barnes,49,64000000.0,103339619.55,Long-term,medium,Under 0 year
Stephen Berg,65,42000000.0,114672161.32,Long-term,medium,Under 0 year
Rita Powers,19,68000000.0,149683876.9,Short-term,high,Under 3 year
Robert Hodge,35,64000000.0,177066766.77,Short-term,low,Under 3 year
Ronald Jackson,65,14000000.0,34270341.66,Short-term,high,Under 6 year
Francisco Lee,37,122000000.0,262023400.12,Long-term,high,Under 4 year
Jacob Duarte MD,28,123000000.0,280205955.24,Long-term,medium,Under 9 year
Sarah Walters,29,87000000.0,254767077.49,Long-term,medium,Under 4 year
Carlos Howell,44,131000000.0,249475478.34,Short-term,low,Under 6 year
Aaron Ramirez,21,94000000.0,168627734.44,Short-term,medium,Under 1 year
Jack Arnold,31,50000000.0,112526264.92,Short-term,medium,Under 6 year
Daniel Watson,35,131000000.0,222209954.97,Short-term,medium,Under 7 year
John Jimenez,36,145000000.0,358895345.7,Medium-term,high,Under 2 year
Cheryl Harris,65,141000000.0,319703041.82,Short-term,high,Under 1 year
Richard Adkins,21,141000000.0,324146851.89,Medium-term,medium,Under 1 year
Susan Smith,46,145000000.0,301189247.58,Medium-term,high,Under 5 year
Jordan Bridges,53,19000000.0,35147205.59,Short-term,high,Under 5 year
Theresa Beck,55,69000000.0,111719666.53,Medium-term,low,Under 9 year
Mrs. Lisa Kelly,20,130000000.0,314452589.04,Short-term,low,Under 8 year
Ian Burton,18,139000000.0,369159738.29,Long-term,medium,Under 4 year
Thomas Leonard,28,116000000.0,259132105.3,Long-term,medium,Under 3 year
Brandon Stephens,43,38000000.0,61722638.93,Medium-term,medium,Under 4 year
Heather Schmidt,32,117000000.0,182732742.19,Long-term,low,Under 1 year
Victor Walker Jr.,57,45000000.0,97759182.74,Medium-term,high,Under 1 year
Blake Bond,44,141000000.0,221048730.08,Long-term,medium,Under 0 year
Heather Lopez,50,1000000.0,2681639.76,Long-term,high,Under 4 year
Rachel Harris,30,21000000.0,35858461.29,Long-term,medium,Under 8 year
Amanda Watson,61,17000000.0,33704531.03,Medium-term,low,Under 9 year
Jeffrey Forbes,35,65000000.0,144730680.3,Long-term,low,Under 8 year
Dennis Cherry,29,10000000.0,18034646.81,Medium-term,low,Under 1 year
Joshua Jackson,44,15000000.0,34272460.65,Short-term,high,Under 2 year
Katie Johnson,42,38000000.0,95407525.35,Long-term,high,Under 4 year
Veronica Burns,37,76000000.0,124801712.25,Long-term,medium,Under 5 year
Steven Hughes,23,35000000.0,82300572.78,Short-term,high,Under 3 year
Carol Paul,57,82000000.0,148106012.07,Short-term,low,Under 8 year
Ashley Williams,40,82000000.0,200899734.04,Long-term,low,Under 6 year
Bradley Walter,56,139000000.0,229072287.4,Medium-term,low,Under 0 year
Patrick Lopez,48,81000000.0,125062432.61,Medium-term,low,Under 3 year
Derek Stewart,43,118000000.0,309567607.45,Long-term,medium,Under 8 year
Dr. Jonathan Vaughn,36,81000000.0,138611634.28,Medium-term,low,Under 8 year
Kevin Vaughn,27,44000000.0,128350311.41,Long-term,low,Under 4 year
Tamara Gibson DDS,30,53000000.0,109741164.65,Short-term,high,Under 9 year
Calvin King DDS,59,80000000.0,154398370.06,Medium-term,medium,Under 4 year
Linda Hester,43,17000000.0,40967333.52,Medium-term,high,Under 5 year
Erin Williams,40,80000000.0,218356918.65,Short-term,high,Under 8 year
Anthony Stout,29,102000000.0,168888548.09,Long-term,medium,Under 8 year
Mr. Jerry Porter,63,79000000.0,206471279.39,Short-term,medium,Under 6 year
Cassie Stewart,61,17000000.0,35154957.05,Long-term,low,Under 2 year
Troy Mcdaniel,24,134000000.0,324304811.58,Short-term,low,Under 0 year
Corey Barron,37,62000000.0,135961668.35,Short-term,low,Under 6 year
Gregory Cameron,42,119000000.0,269384097.46,Short-term,medium,Under 8 year
Patricia Green,20,48000000.0,112732996.06,Long-term,medium,Under 9 year
Alexander Mullins,19,58000000.0,106768675.27,Long-term,low,Under 0 year
Catherine Adams,44,87000000.0,159602416.44,Short-term,high,Under 8 year
Kelly Huffman,64,32000000.0,59512299.47,Short-term,medium,Under 0 year
Susan Rogers,42,139000000.0,330603547.73,Medium-term,medium,Under 0 year
Larry Cochran,61,75000000.0,115243666.58,Long-term,low,Under 4 year
Kevin Barrera,34,111000000.0,257525090.39,Short-term,medium,Under 8 year
Vanessa Richmond,42,17000000.0,42295681.56,Short-term,low,Under 0 year
Teresa Koch,46,86000000.0,186425727.25,Short-term,high,Under 8 year
Douglas Franklin,52,3000000.0,8579388.29,Short-term,medium,Under 4 year
Todd Riggs,63,83000000.0,175370996.19,Medium-term,medium,Under 0 year
Natasha Reeves,27,11000000.0,31107285.99,Short-term,medium,Under 8 year
Joseph Blevins,42,58000000.0,162955625.78,Medium-term,low,Under 5 year
Ms. Rebecca Turner MD,61,17000000.0,37598916.89,Long-term,medium,Under 2 year
Dr. Amy Tapia,40,130000000.0,320673910.35,Short-term,medium,Under 7 year
Carla Wells,24,123000000.0,323874901.49,Long-term,medium,Under 4 year
Christine Ward,55,150000000.0,335252181.54,Short-term,low,Under 7 year
Frank Smith,23,145000000.0,381315130.0,Long-term,low,Under 1 year
Lisa Robertson,24,108000000.0,232797193.85,Short-term,high,Under 3 year
Anthony Edwards,56,121000000.0,292963130.63,Long-term,medium,Under 6 year
Jeff Cook,32,24000000.0,48770325.0,Medium-term,high,Under 0 year
Michael Sanchez,51,136000000.0,377071692.32,Short-term,low,Under 4 year
Sabrina Martin,28,32000000.0,83468911.27,Short-term,low,Under 9 year
Shirley Warner,22,117000000.0,261698009.56,Medium-term,medium,Under 9 year
Austin Gillespie,20,5000000.0,14704385.34,Medium-term,medium,Under 3 year
Christopher Torres,60,48000000.0,138971713.72,Short-term,high,Under 1 year
Michael Haynes,26,6000000.0,10997504.1,Long-term,high,Under 8 year
John Warren,45,105000000.0,233457111.68,Long-term,high,Under 6 year
Daniel Gonzales,50,51000000.0,98654436.65,Long-term,high,Under 4 year
Jennifer Melton,43,59000000.0,156904134.51,Short-term,low,Under 0 year
Christopher Smith,39,119000000.0,226519219.3,Long-term,low,Under 2 year
Brandon Mills,53,35000000.0,75647823.16,Long-term,medium,Under 6 year
Melissa Fritz,21,37000000.0,74510460.22,Medium-term,medium,Under 4 year
Diamond Jones,53,56000000.0,136041608.64,Long-term,medium,Under 9 year
Stacy Cross,38,144000000.0,335697830.35,Medium-term,medium,Under 9 year
Mrs. Ruth James,53,122000000.0,193412913.14,Medium-term,medium,Under 8 year
Gregory Bowman,20,4000000.0,8325630.7,Medium-term,medium,Under 9 year
Justin Chapman,41,116000000.0,191561329.38,Short-term,low,Under 1 year
Curtis Kelly,54,27000000.0,54162174.08,Medium-term,medium,Under 7 year
Christopher Schneider,35,37000000.0,85644039.21,Short-term,medium,Under 8 year
Zachary Brown,38,129000000.0,295220990.63,Short-term,high,Under 9 year
Michael Hodges,31,35000000.0,65293577.05,Short-term,medium,Under 2 year
Ashley Wheeler,54,43000000.0,80188257.5,Long-term,low,Under 2 year
Kelly Esparza,28,95000000.0,211594297.29,Short-term,medium,Under 0 year
Kimberly Ochoa,62,98000000.0,270526159.37,Medium-term,medium,Under 3 year
Mrs. Deborah Ayers,59,54000000.0,130408901.81,Long-term,medium,Under 7 year
Jennifer Arias,50,80000000.0,141664465.51,Long-term,high,Under 2 year
Jacqueline Berg,37,103000000.0,199910884.24,Medium-term,medium,Under 8 year
Ashley Thompson,54,8000000.0,18746214.79,Long-term,low,Under 3 year
Oscar Hamilton,55,22000000.0,34803933.31,Long-term,high,Under 6 year
Kevin Johnson,23,64000000.0,135525733.64,Medium-term,medium,Under 7 year
Rebecca Williams,56,82000000.0,151231232.35,Short-term,high,Under 9 year
Greg Lopez,54,33000000.0,97126149.08,Medium-term,medium,Under 3 year
Tara Mccormick,33,3000000.0,7581766.64,Medium-term,medium,Under 8 year
Katherine Baker,50,43000000.0,85454308.2,Long-term,low,Under 3 year
Stacey Brown,32,126000000.0,293587305.65,Long-term,high,Under 2 year
Richard Johnson,54,119000000.0,356429276.88,Medium-term,medium,Under 1 year
Richard Perkins,26,16000000.0,27105364.62,Short-term,medium,Under 6 year
Jeffrey Allen,51,145000000.0,434178952.48,Short-term,low,Under 0 year
Christine Avila,20,27000000.0,63767800.37,Long-term,low,Under 7 year
Jennifer Davila,41,23000000.0,46378318.24,Short-term,low,Under 9 year
Patricia Ortiz,53,141000000.0,236592493.37,Long-term,medium,Under 7 year
Troy Smith,18,27000000.0,77245923.55,Short-term,medium,Under 9 year
Brandon Shaffer,42,107000000.0,174169495.12,Long-term,high,Under 5 year
Christopher Wagner,42,39000000.0,97318440.34,Long-term,low,Under 7 year
Shari Brown,59,129000000.0,255589540.09,Long-term,low,Under 6 year
Wendy Miller,51,72000000.0,197992570.68,Long-term,high,Under 1 year
Michelle Johnson,60,47000000.0,75299438.95,Medium-term,high,Under 5 year
Shawn Taylor,54,63000000.0,143178807.18,Medium-term,high,Under 0 year
Robert Huffman,58,43000000.0,110893989.86,Medium-term,high,Under 8 year
Traci Gutierrez,26,113000000.0,175976099.26,Long-term,high,Under 2 year
Sean White,21,42000000.0,101219903.57,Long-term,medium,Under 6 year
Patricia Anderson,47,30000000.0,47983554.94,Short-term,medium,Under 4 year
Alexander Rodgers,41,76000000.0,211128155.94,Short-term,medium,Under 3 year
Stephanie Robbins,24,78000000.0,168861080.5,Long-term,high,Under 6 year
April Ortiz,26,148000000.0,408219051.67,Medium-term,low,Under 7 year
Matthew Hamilton,20,2000000.0,4537398.89,Short-term,medium,Under 9 year
Brad White,33,137000000.0,303831958.18,Long-term,medium,Under 9 year
Scott Lopez,55,32000000.0,74837204.93,Long-term,high,Under 2 year
Whitney Gonzalez,37,110000000.0,268117917.98,Short-term,medium,Under 8 year
Joseph Bishop,27,116000000.0,189279343.42,Short-term,low,Under 7 year
David Johnson,22,99000000.0,183576490.87,Medium-term,high,Under 9 year
Michael Thomas,58,127000000.0,341246012.24,Short-term,medium,Under 4 year
Debra Taylor,30,78000000.0,217435033.19,Medium-term,high,Under 1 year
Jesse Hudson,57,16000000.0,31174700.41,Short-term,low,Under 5 year
Corey Hughes,35,67000000.0,144535038.52,Long-term,low,Under 4 year
Matthew Clark,58,126000000.0,204187291.86,Short-term,medium,Under 9 year
Nicole Barber,56,139000000.0,411392720.34,Short-term,low,Under 3 year
Joshua Adams,47,30000000.0,77500498.38,Long-term,high,Under 2 year
Wanda Anderson,53,110000000.0,282786336.36,Short-term,low,Under 1 year
Linda Ramirez,62,85000000.0,154509675.41,Medium-term,high,Under 8 year
Tyler Daniel,20,123000000.0,263308833.89,Long-term,high,Under 5 year
Sean Johnson,32,133000000.0,204718661.13,Medium-term,high,Under 5 year
Lisa Watts,47,26000000.0,46400701.37,Medium-term,high,Under 0 year
Thomas Goodman,44,150000000.0,429585846.05,Short-term,high,Under 3 year
Grace Sutton,27,97000000.0,189670365.03,Short-term,medium,Under 9 year
Robert Johnson,18,42000000.0,121378506.12,Long-term,high,Under 3 year
Donald Davis,25,57000000.0,104982378.49,Long-term,medium,Under 1 year
Brian Rios,23,108000000.0,215926174.17,Medium-term,high,Under 8 year
Christopher Ramsey,41,37000000.0,94359038.97,Medium-term,medium,Under 2 year
Thomas Buck,56,54000000.0,99233839.66,Long-term,low,Under 3 year
Jonathan Olson,34,58000000.0,97633401.83,Short-term,low,Under 4 year
Rachel Lopez,22,96000000.0,249332583.03,Short-term,high,Under 1 year
Heather Rojas,53,79000000.0,226199017.13,Long-term,low,Under 0 year
Mary Gonzalez,64,119000000.0,235823152.42,Medium-term,high,Under 0 year
Lori Browning,34,103000000.0,211074922.42,Long-term,low,Under 5 year
Andrew Lewis,65,56000000.0,148620137.65,Short-term,medium,Under 1 year
Stephanie Johns,31,138000000.0,309539242.34,Long-term,low,Under 3 year
Thomas Brown,25,117000000.0,255534243.21,Medium-term,high,Under 8 year
Cynthia Simpson,59,46000000.0,105234956.21,Long-term,medium,Under 4 year
Harry Warren,57,105000000.0,297827344.6,Long-term,medium,Under 0 year
Nicole Torres,20,139000000.0,315749088.4,Long-term,high,Under 1 year
Thomas Richardson,35,27000000.0,68477348.72,Short-term,high,Under 0 year
Amanda Keith,40,38000000.0,96166364.51,Short-term,medium,Under 7 year
Jason Hansen,41,132000000.0,272386432.16,Short-term,low,Under 0 year
Deanna Ford,38,4000000.0,10276799.97,Long-term,low,Under 7 year
Steven Carlson,46,74000000.0,112706698.35,Medium-term,low,Under 4 year
Ryan Jacobson,18,112000000.0,329913292.04,Medium-term,medium,Under 2 year
Dennis Dunn,22,141000000.0,238848528.05,Short-term,high,Under 7 year
Yvonne Brock,55,100000000.0,242730570.11,Long-term,low,Under 8 year
Erin Smith,26,54000000.0,159737231.52,Short-term,low,Under 8 year
Thomas Peterson,19,39000000.0,88664177.35,Short-term,low,Under 0 year
Tracy Gay,19,34000000.0,88813245.56,Long-term,high,Under 7 year
Rachel Nelson,33,58000000.0,100064631.2,Long-term,high,Under 3 year
Cynthia Carrillo,53,12000000.0,20402670.75,Medium-term,high,Under 8 year
Ms. Debra Medina,41,41000000.0,109475956.19,Medium-term,high,Under 1 year
Tiffany Byrd,29,92000000.0,205963349.32,Long-term,medium,Under 1 year
Jordan Garcia,20,86000000.0,228664914.61,Medium-term,high,Under 9 year
Linda Johnston DDS,59,4000000.0,10736565.42,Medium-term,high,Under 1 year
