Name,Age,Monthy Income,Accumulated Assets,Investment Goals,Risk Tolerance,Investment Experience
Kristin Peters,34,121000000.0,205330702.45,Long-term,low,Under 7 year
Sharon Rogers,59,101000000.0,277111585.51,Medium-term,high,Under 4 year
Jason Cervantes,20,34000000.0,75991434.12,Long-term,high,Under 0 year
Maurice Russo,23,82000000.0,232801798.85,Short-term,medium,Under 3 year
Isabel Ryan,60,10000000.0,17036078.71,Medium-term,low,Under 5 year
Debra Barnes,55,113000000.0,277342233.4,Short-term,high,Under 2 year
Lori Benitez,27,114000000.0,285268515.41,Medium-term,medium,Under 9 year
Ian Faulkner,46,91000000.0,268699520.45,Medium-term,low,Under 2 year
Vanessa Adams,32,96000000.0,287627376.49,Long-term,medium,Under 2 year
Hannah Barrett,30,143000000.0,423143718.85,Medium-term,low,Under 5 year
Christopher Dalton,24,121000000.0,226447256.41,Short-term,low,Under 7 year
Steven Mitchell,35,121000000.0,256936602.03,Short-term,high,Under 3 year
Mrs. Jessica Benton,64,115000000.0,210988952.14,Long-term,medium,Under 6 year
Betty Torres,51,34000000.0,66179542.69,Long-term,medium,Under 8 year
John Gomez,60,90000000.0,207722673.06,Medium-term,high,Under 0 year
Mrs. Linda Donovan,29,124000000.0,228796948.61,Short-term,medium,Under 1 year
Ruth Cobb,49,85000000.0,143473158.84,Long-term,high,Under 0 year
Ashley Griffith,59,14000000.0,24533338.63,Medium-term,high,Under 1 year
Danielle Hoover,48,103000000.0,258057880.56,Medium-term,high,Under 8 year
James Taylor,41,82000000.0,233746768.14,Long-term,low,Under 7 year
Joseph Richardson,60,66000000.0,128792423.64,Medium-term,medium,Under 3 year
James Schneider,35,27000000.0,51120367.95,Medium-term,low,Under 8 year
Danielle Cordova,50,115000000.0,256783728.84,Medium-term,low,Under 5 year
David David,26,69000000.0,160247834.13,Long-term,low,Under 3 year
Elizabeth Adams,26,35000000.0,85117836.06,Medium-term,high,Under 9 year
Dawn Walls,50,22000000.0,45530973.19,Short-term,low,Under 2 year
Margaret Peck,18,97000000.0,161741945.42,Medium-term,low,Under 4 year
Karen Johnson,46,2000000.0,4777181.18,Long-term,medium,Under 5 year
Brian Garcia,27,63000000.0,173817374.76,Long-term,low,Under 7 year
Brandon Willis,34,72000000.0,142717114.59,Medium-term,medium,Under 5 year
Matthew Torres,24,46000000.0,87716086.38,Medium-term,high,Under 5 year
Derek Wheeler,47,129000000.0,373967295.56,Long-term,high,Under 7 year
Christopher Holmes,21,46000000.0,131878772.52,Medium-term,low,Under 9 year
Jessica Jones,18,56000000.0,132784212.64,Short-term,low,Under 2 year
Dustin Wood,42,32000000.0,73726756.23,Short-term,medium,Under 7 year
Danielle Hogan,20,32000000.0,59538905.26,Long-term,low,Under 5 year
Donald Frye,46,73000000.0,215508934.37,Medium-term,high,Under 3 year
Megan Rhodes,34,96000000.0,212948919.94,Short-term,high,Under 1 year
Jason Moore,43,66000000.0,138654240.57,Short-term,high,Under 6 year
Ian Walsh,55,18000000.0,29253460.22,Medium-term,low,Under 2 year
Steven Riggs,43,145000000.0,337595582.23,Long-term,medium,Under 0 year
Margaret Weber,31,42000000.0,96765955.44,Short-term,low,Under 6 year
Edward Russell,63,89000000.0,206528841.88,Short-term,medium,Under 9 year
Ryan Rogers,19,119000000.0,345866524.55,Medium-term,medium,Under 3 year
Amber Ramirez,48,85000000.0,164398135.35,Long-term,high,Under 4 year
Nicole Bailey,64,13000000.0,37445365.7,Long-term,high,Under 5 year
Jesse Day,39,108000000.0,284079102.63,Medium-term,high,Under 7 year
Jennifer West,62,115000000.0,254924745.95,Long-term,medium,Under 6 year
Taylor Cooper,28,60000000.0,178995826.94,Long-term,high,Under 0 year
Allen Ferguson,28,29000000.0,75472267.28,Medium-term,high,Under 5 year
Alice Peterson,57,132000000.0,241900980.12,Long-term,high,Under 1 year
Jason Mitchell,19,61000000.0,96382377.92,Medium-term,medium,Under 0 year
Cindy Estrada,46,31000000.0,59522689.33,Short-term,low,Under 7 year
Robert Mayo,52,71000000.0,134496129.35,Short-term,high,Under 7 year
Kimberly Fields,64,15000000.0,42012249.07,Short-term,high,Under 8 year
Katherine Hardy,57,27000000.0,71849779.9,Long-term,low,Under 5 year
Erica Jones,20,2000000.0,3918448.36,Medium-term,low,Under 8 year
Donna Singleton,36,126000000.0,209646641.89,Long-term,low,Under 9 year
Linda Martin,41,139000000.0,263976653.94,Medium-term,medium,Under 8 year
Rebecca Simon,27,150000000.0,374331098.48,Medium-term,medium,Under 2 year
Michelle Diaz,51,136000000.0,266964303.97,Long-term,medium,Under 6 year
Angel Burns,45,87000000.0,148739197.72,Long-term,medium,Under 7 year
Wendy Wilson,26,70000000.0,174349146.14,Medium-term,high,Under 2 year
Kelly Dudley,59,125000000.0,275525082.11,Short-term,high,Under 5 year
Lance Carlson,46,139000000.0,237407193.24,Medium-term,low,Under 2 year
Leah Murphy,59,143000000.0,273361559.7,Long-term,medium,Under 2 year
Claire Miller,54,64000000.0,183846621.09,Medium-term,medium,Under 6 year
Theresa Higgins,23,17000000.0,26944324.72,Medium-term,low,Under 5 year
Sandra Pearson,46,55000000.0,119019311.97,Long-term,medium,Under 4 year
Daisy Fisher,36,33000000.0,67628919.05,Medium-term,low,Under 4 year
Michele Young,32,121000000.0,188356798.06,Long-term,high,Under 2 year
Jermaine Johnson,18,75000000.0,161472329.57,Short-term,medium,Under 4 year
Sabrina Diaz,33,97000000.0,281868023.6,Short-term,low,Under 0 year
Carlos Thompson,53,130000000.0,231080881.66,Long-term,medium,Under 2 year
Erin Torres,22,47000000.0,134490893.28,Medium-term,medium,Under 6 year
Chris Booth,23,16000000.0,26816256.94,Long-term,low,Under 5 year
Tony Anderson,33,40000000.0,87698661.09,Short-term,medium,Under 8 year
James Smith,37,4000000.0,10242237.81,Medium-term,medium,Under 5 year
Scott Brown,45,8000000.0,22977260.85,Short-term,medium,Under 3 year
Kim Bailey,30,43000000.0,88535130.62,Short-term,low,Under 7 year
Christopher Charles,48,20000000.0,58157704.91,Short-term,medium,Under 0 year
Nicole Lee,60,16000000.0,47273671.32,Short-term,medium,Under 8 year
Ryan Woods,40,107000000.0,170745607.65,Long-term,high,Under 4 year
Katrina Lewis,33,48000000.0,104339135.91,Long-term,high,Under 3 year
Robert Morrison,44,23000000.0,61245977.3,Short-term,medium,Under 0 year
Robert Phillips,23,49000000.0,136734864.53,Long-term,high,Under 7 year
Thomas Hoffman,18,88000000.0,189002043.1,Medium-term,low,Under 6 year
Lindsey Hebert,49,67000000.0,144725958.92,Short-term,low,Under 6 year
Richard Garcia,63,114000000.0,235572618.18,Long-term,medium,Under 6 year
Edward Perez Jr.,57,35000000.0,69526999.14,Long-term,high,Under 9 year
James Torres,55,8000000.0,22418029.07,Long-term,low,Under 4 year
Regina Thompson,31,2000000.0,4980992.93,Long-term,medium,Under 4 year
Chelsea Lewis,24,21000000.0,46108094.2,Medium-term,low,Under 7 year
Thomas Barton,54,98000000.0,158199248.0,Long-term,medium,Under 3 year
Cody Christensen,23,40000000.0,105095360.59,Short-term,medium,Under 3 year
Jillian Johnson,51,58000000.0,119861395.03,Short-term,low,Under 8 year
Amy Smith,60,66000000.0,160765014.22,Medium-term,low,Under 9 year
Tara Jordan,59,88000000.0,193019267.54,Medium-term,medium,Under 8 year
Gina Wilson,47,135000000.0,338353528.91,Medium-term,medium,Under 3 year
Michael Castro,51,136000000.0,275871345.83,Medium-term,low,Under 9 year
Steven Wall,54,25000000.0,61073716.45,Long-term,low,Under 0 year
Mark Davis,28,124000000.0,360895685.59,Short-term,low,Under 3 year
Jaime Norris,24,140000000.0,290497415.07,Long-term,high,Under 9 year
Jacob Cross DVM,51,147000000.0,315495121.14,Long-term,high,Under 1 year
Robin Jones,46,137000000.0,335269018.23,Medium-term,low,Under 3 year
Erika Rhodes,59,44000000.0,66113329.31,Medium-term,high,Under 6 year
Jared Herrera,40,131000000.0,198652523.3,Long-term,high,Under 6 year
Briana Gonzalez,35,11000000.0,21970671.36,Short-term,high,Under 0 year
Jamie Craig,35,102000000.0,249903645.5,Short-term,low,Under 9 year
Jamie Moreno,42,98000000.0,254532437.08,Short-term,medium,Under 0 year
Dawn Lang,32,137000000.0,360626640.29,Short-term,low,Under 3 year
Rhonda Andrade,22,125000000.0,219220375.07,Long-term,high,Under 0 year
Brittany Lozano DDS,18,121000000.0,357733524.47,Medium-term,low,Under 1 year
Cole Estrada,55,48000000.0,85192938.91,Short-term,medium,Under 1 year
Theresa Jones,25,93000000.0,157164237.69,Long-term,high,Under 3 year
Michael Castro,49,95000000.0,279135850.95,Medium-term,medium,Under 6 year
Alison Parker,31,119000000.0,312617519.21,Medium-term,medium,Under 2 year
Morgan Harris,27,81000000.0,230633448.84,Medium-term,high,Under 5 year
Jamie Kim,65,110000000.0,306206111.21,Medium-term,high,Under 7 year
Jessica Johnson,29,118000000.0,177250469.95,Medium-term,high,Under 8 year
Linda Padilla,44,44000000.0,106322632.7,Long-term,high,Under 0 year
Melissa Moran,42,107000000.0,193959211.69,Long-term,high,Under 3 year
Eric Allen,20,135000000.0,252346206.18,Long-term,low,Under 0 year
Gregory Cummings,20,126000000.0,282858581.4,Short-term,medium,Under 1 year
Christopher Lewis,61,128000000.0,198219595.49,Short-term,medium,Under 0 year
Paula Atkinson,19,47000000.0,73467570.65,Long-term,high,Under 2 year
Amber Ingram,50,35000000.0,93534520.59,Medium-term,high,Under 4 year
Stephanie Simmons,27,103000000.0,176796574.78,Short-term,high,Under 7 year
Mark Larsen,52,14000000.0,28527069.83,Long-term,medium,Under 5 year
Ryan Kelly,25,51000000.0,79985985.2,Medium-term,high,Under 2 year
Troy Anderson,23,72000000.0,154437163.57,Long-term,high,Under 3 year
Jessica Davis,53,40000000.0,60093122.83,Long-term,low,Under 0 year
Samantha Morrison,29,133000000.0,216795074.04,Short-term,medium,Under 9 year
Amy Kirby,25,146000000.0,321599433.93,Medium-term,low,Under 6 year
Michelle Jackson,60,110000000.0,278072139.68,Short-term,low,Under 6 year
Shawn Pugh,26,100000000.0,233924626.95,Long-term,medium,Under 4 year
Gina Simmons,39,94000000.0,157384618.25,Long-term,medium,Under 5 year
Denise Bailey,28,67000000.0,186485716.67,Medium-term,low,Under 9 year
Robert Owen,21,67000000.0,125517086.72,Short-term,high,Under 5 year
Eugene Griffin,51,77000000.0,191387689.89,Short-term,medium,Under 2 year
John Morrison,20,37000000.0,66641893.74,Short-term,high,Under 6 year
Jonathan Santana,41,129000000.0,296737469.61,Medium-term,low,Under 6 year
Casey Stewart,41,58000000.0,156700970.97,Short-term,low,Under 0 year
Sandra Fields,46,49000000.0,97457250.24,Short-term,high,Under 5 year
Kristin Thomas,28,6000000.0,13244999.2,Long-term,medium,Under 4 year
Christian Thompson,32,118000000.0,274278375.04,Medium-term,low,Under 4 year
Katie Coleman,64,87000000.0,186484729.51,Short-term,medium,Under 9 year
Erin Adkins,19,2000000.0,5686279.99,Medium-term,low,Under 5 year
Wayne Pollard,63,45000000.0,125120740.63,Long-term,medium,Under 6 year
Susan Ortega,37,69000000.0,139423786.7,Medium-term,medium,Under 3 year
Lori Garcia,31,129000000.0,229347974.59,Short-term,low,Under 1 year
Michael Morales,57,17000000.0,50653118.63,Medium-term,low,Under 0 year
Christine Jensen,28,135000000.0,237049454.26,Medium-term,high,Under 3 year
April Mccann,30,57000000.0,155786716.19,Long-term,high,Under 2 year
Tracy Hanson,42,55000000.0,123746425.76,Long-term,high,Under 1 year
Benjamin Hull,59,58000000.0,120599672.14,Short-term,medium,Under 0 year
Tyler Martinez,18,63000000.0,181781240.43,Long-term,high,Under 8 year
Karen Barber,20,72000000.0,108234844.81,Long-term,low,Under 2 year
Nicole Booker,21,2000000.0,3791717.19,Long-term,medium,Under 8 year
Stephanie Hunter,31,85000000.0,222706922.92,Short-term,low,Under 0 year
Kimberly Garcia,63,40000000.0,74400627.33,Short-term,low,Under 8 year
Christopher Giles,25,5000000.0,12738113.83,Long-term,high,Under 3 year
Christine Larson,46,102000000.0,257726549.23,Short-term,high,Under 3 year
Michael Smith,59,52000000.0,110757358.16,Long-term,high,Under 7 year
Janet Jordan,18,133000000.0,248199768.31,Long-term,medium,Under 4 year
Jo Hunt,42,39000000.0,64892903.95,Short-term,high,Under 2 year
Rickey Weiss,29,36000000.0,107640598.78,Long-term,medium,Under 0 year
Melissa Hill,43,138000000.0,391671561.36,Short-term,medium,Under 8 year
Anthony Martin,25,39000000.0,63422946.28,Long-term,high,Under 1 year
Danielle Cook,45,121000000.0,206993389.66,Short-term,low,Under 4 year
Devin Wilson,56,20000000.0,37405586.61,Short-term,high,Under 5 year
Anthony Watts DVM,64,98000000.0,153382889.5,Short-term,high,Under 0 year
Sandra Barton,20,105000000.0,244377257.89,Short-term,medium,Under 2 year
John Price,38,60000000.0,164667549.18,Short-term,high,Under 4 year
Dakota Gutierrez,45,19000000.0,54544584.08,Long-term,high,Under 8 year
Carlos Parks,29,141000000.0,223989407.31,Long-term,low,Under 1 year
Shawn Casey,56,113000000.0,312477775.62,Long-term,low,Under 7 year
Sean White,20,84000000.0,135420876.88,Short-term,high,Under 2 year
Mr. Daniel Hale MD,27,112000000.0,195993097.19,Medium-term,low,Under 5 year
Taylor Edwards,26,68000000.0,190431944.11,Long-term,low,Under 4 year
Bonnie Cisneros,53,12000000.0,18401977.27,Short-term,medium,Under 7 year
Lisa Zimmerman,57,54000000.0,139277892.95,Medium-term,high,Under 8 year
Daniel White,44,92000000.0,266401660.04,Long-term,medium,Under 5 year
Shawn Guerrero,28,2000000.0,4908572.52,Medium-term,low,Under 1 year
Craig Nelson,60,103000000.0,257125155.3,Medium-term,medium,Under 2 year
Danielle Ewing,19,130000000.0,345287862.21,Short-term,high,Under 9 year
Anthony Howell,54,123000000.0,295246928.24,Short-term,medium,Under 1 year
Stephanie Melton,22,8000000.0,17700289.08,Short-term,high,Under 2 year
Kathryn Ball,25,106000000.0,302403750.62,Medium-term,high,Under 7 year
Natalie Skinner,47,116000000.0,232393968.88,Long-term,high,Under 3 year
Tammy Powell,50,136000000.0,343963159.41,Short-term,medium,Under 2 year
Marcus Christian,38,12000000.0,35163193.91,Short-term,medium,Under 4 year
Kyle Bailey,50,136000000.0,266830512.26,Medium-term,medium,Under 8 year
Amanda Anderson,45,64000000.0,180698407.47,Short-term,medium,Under 4 year
Ryan Jenkins,61,52000000.0,100240147.91,Long-term,medium,Under 9 year
Barbara Smith,37,118000000.0,310324140.72,Short-term,high,Under 1 year
Corey Thornton,64,95000000.0,259727493.32,Long-term,medium,Under 2 year
Alexander Pena,23,121000000.0,327402498.41,Short-term,low,Under 0 year
Nathan Frederick,38,52000000.0,89302627.59,Long-term,low,Under 6 year
Nicholas Mills,65,5000000.0,9693284.07,Long-term,low,Under 7 year
Allison West,63,88000000.0,231156948.63,Long-term,high,Under 8 year
Angela Munoz,30,128000000.0,323753877.23,Medium-term,medium,Under 6 year
Jeffrey Gaines,59,130000000.0,334518148.42,Long-term,medium,Under 3 year
Norman Wagner,24,17000000.0,28903438.06,Long-term,low,Under 2 year
Allison Obrien,36,116000000.0,318676811.69,Medium-term,high,Under 8 year
Kathryn Johnson,32,27000000.0,41183889.6,Medium-term,medium,Under 2 year
Robin Ellison,30,116000000.0,179856391.8,Long-term,medium,Under 7 year
William Lloyd,57,50000000.0,122708834.8,Short-term,high,Under 0 year
Jerry Hughes,25,134000000.0,347806686.1,Long-term,high,Under 9 year
Kevin Underwood,26,64000000.0,179624834.15,Short-term,low,Under 8 year
Daniel Foster,36,138000000.0,266146104.75,Long-term,low,Under 5 year
Mr. Richard Armstrong,31,30000000.0,67999971.23,Long-term,low,Under 7 year
Tamara Wood,38,132000000.0,359514575.25,Long-term,high,Under 7 year
Joel Garcia,61,128000000.0,263224990.02,Short-term,low,Under 4 year
Darius Hickman,32,26000000.0,53125778.5,Short-term,high,Under 1 year
Carrie Wilson PhD,64,96000000.0,274533441.28,Long-term,medium,Under 0 year
James Kelly,53,81000000.0,182019005.74,Short-term,medium,Under 9 year
Monique Black,41,124000000.0,196776865.76,Short-term,high,Under 5 year
Nichole Moran,44,20000000.0,33464445.05,Medium-term,low,Under 0 year
Kathleen Henderson,42,139000000.0,250961303.09,Short-term,high,Under 3 year
Jessica Mahoney,27,72000000.0,152013954.34,Long-term,low,Under 9 year
Brandon Taylor,26,66000000.0,114421584.62,Medium-term,low,Under 1 year
Angela Christian,37,24000000.0,50790973.93,Short-term,low,Under 0 year
Dana Ray,64,123000000.0,301417529.24,Medium-term,low,Under 3 year
Kristen Rogers,41,130000000.0,211165119.83,Short-term,medium,Under 0 year
Edwin Martin,45,111000000.0,285461904.85,Short-term,medium,Under 6 year
Tracy Smith,42,32000000.0,88580138.83,Medium-term,high,Under 8 year
Norman Mccann,54,91000000.0,243913002.44,Medium-term,low,Under 6 year
Anthony Hughes,23,133000000.0,350563649.1,Long-term,low,Under 3 year
Ashley Flores,32,41000000.0,77878914.51,Medium-term,low,Under 9 year
Samuel Moss,25,98000000.0,191900888.35,Short-term,high,Under 4 year
Christopher Padilla,56,83000000.0,167170491.25,Medium-term,high,Under 4 year
Sarah Henderson,53,29000000.0,48573874.52,Long-term,medium,Under 2 year
Travis Miller,48,126000000.0,333935886.85,Short-term,high,Under 8 year
Joshua Munoz,58,112000000.0,185539980.97,Medium-term,high,Under 4 year
Eric Wheeler,35,6000000.0,14368701.59,Long-term,high,Under 8 year
Sherri Kidd,57,83000000.0,140441321.66,Medium-term,low,Under 7 year
Anna Holt,32,59000000.0,133668873.46,Long-term,high,Under 9 year
Michelle King,44,41000000.0,97936347.83,Medium-term,medium,Under 0 year
Kelly Smith,34,68000000.0,160503656.61,Long-term,low,Under 6 year
Heather Moore,23,41000000.0,65265381.68,Medium-term,medium,Under 0 year
Debra Sherman,65,36000000.0,60419249.38,Short-term,low,Under 8 year
Karen Price,45,127000000.0,312820624.2,Medium-term,medium,Under 4 year
Angela Collins,60,6000000.0,16965878.38,Medium-term,low,Under 3 year
Ashley Gillespie,47,13000000.0,24111380.91,Long-term,medium,Under 5 year
Amber Le,58,27000000.0,78671557.76,Short-term,low,Under 7 year
Nathan Rodriguez,64,46000000.0,79972509.59,Short-term,medium,Under 0 year
Jacob Woods,23,42000000.0,83186558.3,Short-term,medium,Under 2 year
Cindy Jones,63,147000000.0,278147053.57,Long-term,medium,Under 3 year
Joshua Davis,29,75000000.0,214192192.92,Long-term,high,Under 7 year
Robin Farrell,55,77000000.0,120967763.43,Short-term,low,Under 8 year
Joseph James,27,40000000.0,107722027.74,Medium-term,medium,Under 4 year
Julia Gutierrez,25,37000000.0,107123875.96,Short-term,medium,Under 3 year
Angela Good,62,26000000.0,44257343.36,Long-term,low,Under 2 year
David Larson,23,41000000.0,98916548.65,Long-term,high,Under 9 year
Meghan Ortega,36,107000000.0,256708305.6,Short-term,low,Under 3 year
Katherine Foster,20,82000000.0,170497983.84,Short-term,low,Under 1 year
Steven Aguirre,50,137000000.0,360535320.88,Long-term,high,Under 3 year
Betty Marsh,34,150000000.0,391273798.46,Medium-term,low,Under 4 year
Mary Martinez,18,134000000.0,285326209.83,Medium-term,low,Under 2 year
Barbara Smith,39,144000000.0,237225478.17,Short-term,low,Under 5 year
