Name,Age,Monthy Income,Accumulated Assets,Investment Goals,Risk Tolerance,Investment Experience
Jeffrey Chen,37,26000000.0,41316352.88,Long-term,low,Under 2 year
Christopher Allen,47,38000000.0,87469029.6,Long-term,high,Under 2 year
Nathaniel Ryan,42,125000000.0,270952632.7,Long-term,medium,Under 2 year
Elizabeth Mclaughlin,62,121000000.0,186341952.36,Long-term,high,Under 4 year
John Buckley,48,6000000.0,17107271.71,Long-term,medium,Under 0 year
Jessica Ferguson,27,74000000.0,118593684.11,Short-term,low,Under 6 year
Abigail Mays,45,45000000.0,96983204.13,Medium-term,medium,Under 7 year
Mark Miller,65,122000000.0,269227215.5,Long-term,high,Under 0 year
Julia Lopez,21,146000000.0,261621858.58,Long-term,low,Under 3 year
Brittany Sims,19,62000000.0,178569697.03,Long-term,medium,Under 3 year
Nina Huynh,24,145000000.0,318677967.59,Short-term,high,Under 1 year
Corey Morales,62,27000000.0,48952747.75,Medium-term,low,Under 8 year
Thomas Brown,52,128000000.0,287580591.58,Long-term,low,Under 7 year
Leslie Gutierrez,32,30000000.0,67094085.8,Long-term,low,Under 7 year
Mario Holland,26,66000000.0,106135913.42,Short-term,high,Under 2 year
Matthew Hicks,49,84000000.0,195247266.12,Short-term,high,Under 5 year
Steven Hutchinson,30,106000000.0,170332229.19,Short-term,medium,Under 3 year
Robert Martinez,39,12000000.0,28974490.2,Medium-term,low,Under 2 year
Joe Mitchell,44,32000000.0,49150607.63,Medium-term,medium,Under 6 year
Aaron Henry,44,146000000.0,310712759.78,Long-term,high,Under 2 year
William Klein,65,8000000.0,15103217.02,Medium-term,low,Under 9 year
Gregory Day,21,62000000.0,172079883.86,Medium-term,low,Under 3 year
Jennifer Cook,36,104000000.0,276873138.4,Medium-term,medium,Under 2 year
Bryan Shepherd,37,119000000.0,283144751.51,Short-term,low,Under 6 year
Sarah Tate,52,146000000.0,384132144.91,Medium-term,medium,Under 2 year
Michael Hall,58,74000000.0,146627116.58,Short-term,low,Under 5 year
Melanie Riley,53,8000000.0,20113226.94,Long-term,high,Under 4 year
Jose Gray,20,123000000.0,368750190.44,Long-term,high,Under 6 year
Jennifer Downs,34,23000000.0,67182537.89,Long-term,medium,Under 4 year
Donald Huang,40,16000000.0,46962913.66,Short-term,medium,Under 6 year
Luke Murphy,26,46000000.0,73221315.88,Short-term,medium,Under 5 year
Andrew Holmes,64,125000000.0,332257159.4,Short-term,low,Under 8 year
Jonathan Russell,34,26000000.0,76003575.29,Short-term,high,Under 5 year
Todd Velasquez,25,66000000.0,104130902.36,Medium-term,high,Under 8 year
Mark Miller,33,37000000.0,104537731.79,Short-term,medium,Under 5 year
Manuel Becker,52,60000000.0,159448345.26,Short-term,low,Under 7 year
Madison Mccarthy,27,118000000.0,197257334.66,Medium-term,low,Under 8 year
David Barton,62,31000000.0,59071019.02,Long-term,medium,Under 9 year
Jose Gonzales,64,135000000.0,325255050.81,Medium-term,medium,Under 8 year
Linda Rose,50,8000000.0,19814153.52,Short-term,high,Under 6 year
Stacey Elliott,45,46000000.0,86027766.82,Medium-term,high,Under 7 year
William Alexander,26,68000000.0,149527170.71,Long-term,low,Under 5 year
Gary Stanley,22,124000000.0,251993945.03,Long-term,high,Under 7 year
Julia Khan,48,57000000.0,99587839.92,Medium-term,high,Under 3 year
Victoria West,31,55000000.0,159197189.2,Long-term,low,Under 0 year
Kent Johnson,26,96000000.0,184307515.94,Short-term,high,Under 5 year
Anthony Hays,61,70000000.0,163150075.92,Short-term,low,Under 5 year
Annette Roman,34,87000000.0,205360153.66,Long-term,medium,Under 2 year
Steven Bryant,30,149000000.0,335929696.72,Long-term,low,Under 3 year
Taylor Lee,40,37000000.0,79109652.94,Long-term,low,Under 5 year
Eddie Proctor,52,150000000.0,340161995.33,Medium-term,low,Under 2 year
Robin Adams,50,88000000.0,141252427.94,Medium-term,low,Under 4 year
Eric Schneider,60,4000000.0,8037756.4,Long-term,high,Under 8 year
Mr. David Mccarty,55,40000000.0,105846154.78,Short-term,medium,Under 8 year
Marvin Wilson,47,120000000.0,344736538.35,Medium-term,medium,Under 9 year
Ashley Sherman,62,15000000.0,25759500.96,Medium-term,medium,Under 4 year
Jennifer Turner,33,79000000.0,168632623.36,Medium-term,high,Under 6 year
Garrett Bell,38,34000000.0,61516717.4,Short-term,high,Under 5 year
Amber Smith,45,45000000.0,91006784.33,Short-term,medium,Under 9 year
Jake Graham,27,94000000.0,241011149.76,Short-term,medium,Under 2 year
Douglas Case,23,47000000.0,115261129.63,Short-term,medium,Under 1 year
Sean Woods,34,57000000.0,126099213.39,Long-term,high,Under 5 year
Robert Owens,55,50000000.0,139171985.4,Long-term,low,Under 9 year
Erin Jackson,38,137000000.0,269448151.62,Medium-term,low,Under 6 year
Rebecca Patterson,56,137000000.0,221141754.81,Medium-term,high,Under 2 year
Shelby Vargas,57,34000000.0,77717699.57,Short-term,high,Under 1 year
Rachel Mitchell,21,85000000.0,193764731.91,Long-term,high,Under 1 year
Justin Gonzales,62,45000000.0,112786032.91,Medium-term,low,Under 2 year
Ann Cole,62,60000000.0,139022828.69,Long-term,high,Under 7 year
Megan Norris,18,117000000.0,325498430.3,Short-term,high,Under 5 year
Crystal Barnes,60,99000000.0,195661888.12,Short-term,medium,Under 5 year
Jay Wright,53,59000000.0,125844959.1,Medium-term,low,Under 4 year
Sandra Lee,63,44000000.0,86702738.19,Long-term,high,Under 5 year
John Faulkner,30,19000000.0,47025960.18,Short-term,low,Under 3 year
Clarence Lee,20,110000000.0,208869407.68,Long-term,medium,Under 7 year
Chelsea Davis,47,16000000.0,36718182.61,Short-term,medium,Under 9 year
Jeffrey Roberts,39,132000000.0,259949991.24,Long-term,medium,Under 1 year
Patty Jones,38,115000000.0,316652299.29,Medium-term,medium,Under 2 year
James Bradley,30,55000000.0,136633795.34,Long-term,medium,Under 1 year
Michael Williams,59,48000000.0,103286222.61,Medium-term,high,Under 2 year
Monique Cox DVM,45,115000000.0,247852736.76,Short-term,medium,Under 4 year
Monique Rodriguez,61,106000000.0,297230820.77,Short-term,medium,Under 5 year
Michael Rodriguez Jr.,19,130000000.0,247732782.3,Long-term,medium,Under 5 year
Lisa Clark,47,107000000.0,247298894.69,Short-term,medium,Under 5 year
Steven Howell,31,91000000.0,170150763.87,Long-term,low,Under 3 year
Peter Glass,31,12000000.0,26822036.29,Medium-term,low,Under 8 year
Virginia Tran,18,146000000.0,219422611.43,Long-term,low,Under 6 year
Joe Larsen,27,61000000.0,100633318.46,Medium-term,low,Under 8 year
Alexander Riley,62,28000000.0,48761789.74,Short-term,medium,Under 3 year
Kathy Aguilar,32,5000000.0,13498977.97,Short-term,medium,Under 3 year
Frank Davis,43,86000000.0,235352990.54,Medium-term,medium,Under 1 year
Ryan Bean,42,93000000.0,156836667.38,Medium-term,medium,Under 4 year
Anthony Nelson,36,69000000.0,203368668.92,Short-term,high,Under 0 year
Christine Riggs,42,135000000.0,377364136.06,Medium-term,medium,Under 3 year
Kimberly Johnson,62,148000000.0,316964435.35,Medium-term,high,Under 2 year
Jonathan Ramos,26,74000000.0,119121592.23,Short-term,low,Under 8 year
John Miller,24,104000000.0,201102064.15,Medium-term,medium,Under 6 year
Mr. Charles Ewing,44,14000000.0,38161674.68,Medium-term,high,Under 1 year
Brandon Hughes,55,64000000.0,140448904.08,Medium-term,medium,Under 4 year
Christopher Moreno,35,90000000.0,166843994.92,Medium-term,high,Under 1 year
Christian Mcdaniel,52,132000000.0,282364010.07,Short-term,medium,Under 8 year
Michael Roach,47,99000000.0,256459303.84,Short-term,low,Under 2 year
Michael Smith,54,80000000.0,135535819.69,Medium-term,high,Under 3 year
Larry Carroll,32,98000000.0,158836411.79,Medium-term,medium,Under 4 year
Carolyn Stevenson,29,6000000.0,16318851.28,Medium-term,medium,Under 5 year
Deborah Strickland,65,23000000.0,38786943.94,Short-term,low,Under 7 year
Amy Richard,37,16000000.0,41221399.08,Long-term,low,Under 1 year
Robert Smith,24,30000000.0,73410690.8,Medium-term,high,Under 4 year
Selena Robinson,52,99000000.0,210619974.56,Short-term,low,Under 7 year
Morgan Adams,18,106000000.0,204369982.21,Medium-term,low,Under 9 year
Mr. Sean Li,64,141000000.0,225191024.82,Medium-term,low,Under 7 year
David Mcgee,61,8000000.0,20413394.5,Short-term,low,Under 9 year
Connie Hanson,28,149000000.0,224742229.06,Long-term,high,Under 4 year
Antonio Hamilton,30,67000000.0,188460937.69,Long-term,low,Under 7 year
Gregory Chambers,30,8000000.0,22824919.49,Long-term,high,Under 6 year
Melissa Terrell,25,107000000.0,304668921.27,Short-term,medium,Under 0 year
Dylan Morgan,19,69000000.0,106119816.89,Short-term,medium,Under 7 year
Amber Murphy,34,106000000.0,170315298.72,Medium-term,low,Under 1 year
Andrea Johnson,22,66000000.0,137334355.29,Medium-term,medium,Under 6 year
Johnny James,21,116000000.0,183645270.67,Medium-term,low,Under 5 year
Christopher Garcia,40,10000000.0,28411549.1,Medium-term,high,Under 5 year
Jacob Logan,30,101000000.0,232229699.09,Short-term,low,Under 3 year
Thomas Barton,40,38000000.0,93876341.68,Medium-term,low,Under 6 year
James Johnson,52,54000000.0,96114178.99,Medium-term,medium,Under 1 year
Robin Cole,48,70000000.0,121448248.39,Medium-term,medium,Under 1 year
Melissa Griffin,30,67000000.0,189126455.22,Long-term,high,Under 6 year
Harold Berry,27,101000000.0,286971782.43,Medium-term,high,Under 2 year
Linda Bentley,34,29000000.0,55348031.28,Long-term,high,Under 3 year
Heather Rivas,59,139000000.0,340285786.29,Medium-term,medium,Under 3 year
Caleb Sims,24,131000000.0,390610377.99,Short-term,medium,Under 1 year
Eric Cabrera,55,71000000.0,175541366.47,Medium-term,medium,Under 5 year
Jonathan Hammond,63,29000000.0,67251058.26,Short-term,medium,Under 7 year
Ashley James,46,133000000.0,296700883.58,Long-term,high,Under 3 year
Steven Randall,20,102000000.0,279081455.33,Long-term,high,Under 8 year
Stacey Robinson,47,13000000.0,19609911.04,Short-term,high,Under 4 year
Hunter Lawson,35,90000000.0,212767677.07,Long-term,low,Under 6 year
Jodi Banks,47,93000000.0,246669928.0,Long-term,high,Under 5 year
Carlos Ford,29,73000000.0,173642694.28,Medium-term,high,Under 1 year
Aaron Hall,57,80000000.0,224743986.4,Long-term,low,Under 7 year
Mrs. Deanna Jackson,41,61000000.0,120526961.86,Medium-term,medium,Under 8 year
Justin Figueroa,23,68000000.0,143701035.7,Long-term,high,Under 5 year
Jamie Perry,51,48000000.0,142859749.94,Short-term,medium,Under 4 year
Roger Reed,39,65000000.0,102953312.38,Long-term,medium,Under 7 year
Ashley Nguyen,40,108000000.0,203486450.33,Medium-term,medium,Under 8 year
Jennifer Haynes,39,58000000.0,88380653.51,Long-term,low,Under 6 year
Emily Baker,56,138000000.0,230782649.99,Short-term,high,Under 1 year
David Boyd,40,92000000.0,226169252.98,Medium-term,high,Under 7 year
Alicia Brown,64,142000000.0,329729344.97,Short-term,low,Under 8 year
Maria Robinson,49,127000000.0,265513325.66,Short-term,medium,Under 8 year
John Fleming,40,92000000.0,248201975.74,Long-term,low,Under 5 year
Leah Rose,60,89000000.0,205323298.13,Long-term,low,Under 3 year
James Shaw,33,37000000.0,77777144.78,Long-term,low,Under 1 year
Rachel Torres,45,33000000.0,97432935.1,Short-term,high,Under 3 year
Blake Garcia,61,73000000.0,110612889.43,Long-term,high,Under 5 year
Janet Hill,56,62000000.0,128851268.22,Medium-term,high,Under 0 year
Shannon Bell,35,95000000.0,223782347.91,Medium-term,medium,Under 7 year
Amber Aguirre,62,140000000.0,255600435.75,Medium-term,high,Under 3 year
Latoya Fletcher,61,139000000.0,271879849.59,Short-term,medium,Under 3 year
Charles Quinn,63,127000000.0,220844594.76,Long-term,low,Under 4 year
Crystal Hamilton,32,136000000.0,242861333.49,Long-term,low,Under 2 year
James Coffey,43,111000000.0,312022090.27,Long-term,medium,Under 6 year
Kevin Potter,27,50000000.0,93667425.52,Medium-term,high,Under 2 year
Amber Martinez,37,17000000.0,26346646.92,Short-term,high,Under 0 year
Debbie Wolf,65,69000000.0,185814429.02,Medium-term,medium,Under 3 year
Christina Patterson,36,22000000.0,53288003.44,Long-term,low,Under 3 year
Jennifer Meadows,42,87000000.0,158988184.03,Long-term,medium,Under 4 year
Alejandro Coffey,41,37000000.0,80182356.33,Medium-term,low,Under 0 year
Brittany Nguyen,51,73000000.0,180088156.55,Short-term,medium,Under 4 year
Sara Brown,35,8000000.0,21358523.1,Medium-term,high,Under 4 year
Brian Perez,26,122000000.0,222581292.2,Long-term,medium,Under 7 year
Renee Mcdonald,25,125000000.0,305489362.88,Long-term,medium,Under 7 year
Peter Myers,64,14000000.0,21591295.8,Short-term,medium,Under 4 year
Darrell Tucker,39,11000000.0,30299179.53,Medium-term,medium,Under 3 year
Robert Welch,34,20000000.0,31827623.93,Medium-term,high,Under 4 year
Rose Martinez,59,55000000.0,89799896.73,Medium-term,high,Under 4 year
Timothy Macias,21,125000000.0,193925599.75,Short-term,low,Under 0 year
Thomas Miller,28,140000000.0,386019046.82,Short-term,medium,Under 5 year
Brandy Humphrey,18,108000000.0,211886327.18,Short-term,medium,Under 3 year
Shelby King,29,11000000.0,18655384.59,Medium-term,low,Under 4 year
Alicia Jackson,44,67000000.0,149636227.02,Long-term,low,Under 7 year
Douglas Thomas,22,138000000.0,349868459.91,Short-term,low,Under 6 year
Danielle Rubio,56,29000000.0,67856739.43,Short-term,high,Under 1 year
Taylor Roberts,44,124000000.0,253257413.66,Short-term,medium,Under 9 year
Nancy Miller,48,87000000.0,238578476.27,Long-term,medium,Under 9 year
Alexis Kim,34,10000000.0,18820291.68,Medium-term,medium,Under 2 year
Andrea Martin MD,59,89000000.0,163100175.47,Short-term,medium,Under 6 year
Melissa Prince,32,105000000.0,284173816.13,Short-term,medium,Under 3 year
Mary Chavez,38,68000000.0,147781386.9,Short-term,low,Under 6 year
Jeffrey Parker,34,77000000.0,193198590.8,Long-term,low,Under 8 year
Desiree Mason,21,98000000.0,235428615.55,Medium-term,high,Under 9 year
Alexis King,60,94000000.0,168443360.06,Short-term,high,Under 9 year
Daniel Chan,19,137000000.0,371942089.38,Medium-term,low,Under 4 year
David Jones,54,142000000.0,331302240.42,Long-term,high,Under 8 year
Julie Dennis,61,46000000.0,95341394.38,Short-term,medium,Under 8 year
Juan Boone,55,100000000.0,153252889.96,Short-term,medium,Under 4 year
John Harrison,61,102000000.0,275865545.42,Short-term,high,Under 7 year
Daniel Vargas,44,5000000.0,14158242.36,Short-term,low,Under 6 year
Laura Garza,42,87000000.0,209538956.94,Medium-term,medium,Under 2 year
Dustin Watson,21,116000000.0,293778263.26,Long-term,low,Under 2 year
James Bell II,41,73000000.0,117569472.89,Short-term,low,Under 0 year
Gabrielle Willis,39,124000000.0,305550941.45,Short-term,medium,Under 9 year
Jennifer Dickson,37,92000000.0,167616796.14,Medium-term,high,Under 8 year
James Lang,39,135000000.0,282715913.54,Medium-term,low,Under 0 year
Kelly Sullivan,34,132000000.0,298170210.52,Long-term,medium,Under 4 year
Debra Davidson,46,17000000.0,41594989.74,Long-term,low,Under 8 year
Angela Jackson,29,150000000.0,325784977.51,Medium-term,high,Under 7 year
Jon Davis,24,94000000.0,262735635.51,Medium-term,high,Under 7 year
Christine Anderson,19,120000000.0,334045801.61,Medium-term,low,Under 9 year
Scott Rogers,29,10000000.0,24545825.42,Medium-term,high,Under 9 year
Melinda Jones,47,137000000.0,269696220.07,Long-term,low,Under 9 year
Janet Bautista,26,1000000.0,2342444.14,Medium-term,high,Under 1 year
Mark Patrick,46,16000000.0,42032923.08,Medium-term,medium,Under 6 year
Terri Herman,34,52000000.0,127132416.11,Short-term,high,Under 8 year
Ruth Lewis,21,59000000.0,104820570.6,Long-term,medium,Under 8 year
Brooke Hernandez,53,118000000.0,312119749.5,Medium-term,medium,Under 8 year
Joanne Scott,37,114000000.0,204832218.21,Long-term,medium,Under 5 year
Dana Baker,43,43000000.0,100797049.89,Medium-term,low,Under 6 year
Jenna Flores,50,71000000.0,122983540.08,Medium-term,low,Under 3 year
Susan Lopez,64,136000000.0,269690136.1,Long-term,high,Under 0 year
Lauren Lucas,22,55000000.0,117586144.47,Medium-term,high,Under 2 year
Gail Mullins,26,49000000.0,139191974.93,Long-term,high,Under 0 year
Lauren Arroyo,45,102000000.0,165510429.05,Long-term,high,Under 2 year
Mrs. Jessica Lee DDS,63,114000000.0,337308706.3,Long-term,low,Under 9 year
Julia Powell,39,36000000.0,100550474.19,Short-term,low,Under 1 year
Maxwell Marks MD,53,111000000.0,174614181.22,Short-term,high,Under 2 year
Jeffrey Mcknight,37,91000000.0,141407282.97,Medium-term,medium,Under 0 year
Caleb Perez MD,23,55000000.0,140353300.0,Medium-term,medium,Under 2 year
Dana Marshall,35,49000000.0,82725263.91,Long-term,medium,Under 1 year
Gregory Kelly,22,42000000.0,100503860.37,Short-term,low,Under 0 year
Kimberly Esparza,51,107000000.0,280908843.2,Medium-term,medium,Under 4 year
Jimmy Bailey,65,100000000.0,221895576.75,Medium-term,medium,Under 9 year
James Smith,44,104000000.0,192031190.74,Long-term,low,Under 7 year
Pamela Brady MD,50,4000000.0,7996224.15,Short-term,low,Under 4 year
Jay Little,65,7000000.0,15813712.31,Medium-term,high,Under 8 year
Christie Patton,37,139000000.0,262433749.12,Long-term,high,Under 1 year
Alicia Thompson,60,30000000.0,55360085.72,Medium-term,medium,Under 4 year
Courtney Oneal,65,91000000.0,190166398.22,Short-term,low,Under 8 year
John Thomas,25,106000000.0,265226893.07,Short-term,medium,Under 0 year
Tracy Oconnor,63,79000000.0,129919051.11,Short-term,medium,Under 0 year
Patricia Johnson,35,94000000.0,275784353.62,Medium-term,high,Under 2 year
Laura Martinez,40,5000000.0,14805100.5,Medium-term,medium,Under 8 year
Billy Brady,54,62000000.0,110913166.27,Long-term,medium,Under 5 year
Linda Marquez,61,19000000.0,36779572.59,Long-term,high,Under 9 year
Thomas Owens,33,116000000.0,332824523.79,Long-term,medium,Under 8 year
Laura Gomez,57,66000000.0,103654386.82,Short-term,high,Under 4 year
Marie Thomas,32,122000000.0,329935753.44,Long-term,high,Under 3 year
Meagan Blake,36,82000000.0,141597019.97,Long-term,low,Under 3 year
Yesenia Parrish,62,63000000.0,139631626.44,Medium-term,medium,Under 0 year
Curtis Conley,20,1000000.0,2282243.14,Long-term,low,Under 0 year
James Velez,50,107000000.0,270841478.94,Medium-term,medium,Under 4 year
Ashley Brown,60,60000000.0,154098211.57,Medium-term,medium,Under 9 year
Mary Jones,50,30000000.0,54476948.04,Short-term,medium,Under 7 year
Charles Daniels,35,79000000.0,195524195.74,Short-term,low,Under 1 year
Hannah Cross,50,23000000.0,67783924.57,Medium-term,low,Under 8 year
Brittany Brennan,64,136000000.0,208799117.45,Long-term,low,Under 5 year
Shannon Jimenez MD,36,34000000.0,67643924.82,Medium-term,high,Under 6 year
Charlotte Quinn,46,107000000.0,210216999.94,Short-term,medium,Under 5 year
Nicole Hall,41,51000000.0,77384085.07,Short-term,high,Under 2 year
Terri Dawson,43,113000000.0,288564535.45,Short-term,medium,Under 6 year
Anne Simmons,57,89000000.0,187908462.38,Short-term,high,Under 4 year
Maria Jackson,47,46000000.0,113085765.04,Long-term,high,Under 2 year
Nicole Black,26,140000000.0,286188196.1,Long-term,medium,Under 7 year
David Henderson,36,45000000.0,84806374.46,Short-term,high,Under 6 year
Karl Rivas,50,68000000.0,133829093.9,Medium-term,low,Under 2 year
Andrew Carr,42,56000000.0,148603478.07,Medium-term,low,Under 8 year
Haley Davidson,22,73000000.0,187008392.03,Short-term,high,Under 6 year
Lauren Mcpherson,49,110000000.0,279367872.41,Medium-term,high,Under 8 year
Daniel Pace,58,141000000.0,332056411.05,Long-term,high,Under 5 year
Ryan Rosales,28,52000000.0,85736731.2,Medium-term,medium,Under 4 year
Joshua Hayes,33,147000000.0,428146659.83,Long-term,high,Under 3 year
Nicole Arroyo,45,33000000.0,65985401.55,Short-term,low,Under 2 year
Nathaniel Brandt,32,102000000.0,191207285.76,Short-term,low,Under 3 year
John Moore,53,19000000.0,52432397.46,Medium-term,medium,Under 3 year
Stephanie Anderson,60,69000000.0,179858995.46,Short-term,medium,Under 3 year
Megan Marshall,31,46000000.0,109741789.62,Medium-term,low,Under 6 year
Scott Lawson,22,47000000.0,99944873.06,Medium-term,low,Under 9 year
Michael Armstrong,19,136000000.0,310294270.58,Long-term,high,Under 8 year
Charles Watkins,44,85000000.0,238112897.47,Long-term,low,Under 0 year
Colleen Walker,46,119000000.0,328512347.77,Short-term,high,Under 5 year
Andrew Dunn,33,93000000.0,172416907.77,Medium-term,low,Under 4 year
Charles Allen,57,22000000.0,65956572.94,Medium-term,high,Under 1 year
Jamie Ellison,46,53000000.0,132483528.49,Long-term,low,Under 6 year
April Smith,34,146000000.0,233372033.3,Short-term,medium,Under 9 year
Dawn Haley,53,105000000.0,269993459.82,Medium-term,medium,Under 7 year
Billy Pope,50,114000000.0,307445653.89,Medium-term,high,Under 9 year
Jeffrey Garcia,47,66000000.0,112357252.81,Long-term,low,Under 4 year
Benjamin Wells,52,81000000.0,171463874.72,Medium-term,medium,Under 0 year
Bryan Crawford,33,25000000.0,51535153.86,Short-term,low,Under 3 year
Thomas Mcmahon,24,127000000.0,329312071.1,Short-term,medium,Under 2 year
Todd Grant,54,74000000.0,187270452.08,Long-term,high,Under 0 year
James Blackwell,57,71000000.0,117157240.83,Medium-term,high,Under 5 year
Laura Garcia,51,59000000.0,100991728.14,Medium-term,high,Under 3 year
Michelle Hicks,55,8000000.0,19499435.61,Medium-term,medium,Under 5 year
Thomas Chang,20,20000000.0,58223090.55,Short-term,medium,Under 2 year
Amanda Norman,56,67000000.0,148500647.75,Short-term,medium,Under 6 year
Cory Brewer,26,95000000.0,249312450.22,Short-term,medium,Under 7 year
Todd Kelly,55,13000000.0,31320464.92,Short-term,medium,Under 2 year
Mark Tran,56,13000000.0,38923065.45,Long-term,medium,Under 1 year
Mrs. Autumn Horn,26,106000000.0,291943922.98,Short-term,low,Under 1 year
Sean Wu,24,123000000.0,284920903.44,Short-term,medium,Under 6 year
Stephanie Mclaughlin,39,138000000.0,247983921.39,Long-term,medium,Under 0 year
Erica Williams,41,91000000.0,252563206.72,Long-term,high,Under 5 year
Catherine Robbins,22,69000000.0,121378679.46,Long-term,medium,Under 6 year
Cody Harrison,60,147000000.0,224386862.08,Medium-term,low,Under 6 year
Adam Griffin,39,142000000.0,380325084.91,Short-term,medium,Under 9 year
Michelle Davis,25,149000000.0,410902423.08,Short-term,high,Under 8 year
Gregory Dougherty,26,101000000.0,168084501.78,Short-term,medium,Under 9 year
Melissa Stevens,39,10000000.0,15266447.23,Short-term,low,Under 0 year
Amanda Payne,57,113000000.0,252460805.89,Long-term,high,Under 5 year
Amy Garner,37,98000000.0,165300841.64,Short-term,medium,Under 3 year
Crystal Hurley,39,45000000.0,118816433.35,Long-term,low,Under 1 year
Rebecca Houston,37,87000000.0,206050874.86,Short-term,high,Under 2 year
Matthew Simmons,53,19000000.0,44643000.65,Long-term,high,Under 0 year
Elizabeth Walker,61,92000000.0,231869891.49,Long-term,medium,Under 1 year
Tyler Macias,58,34000000.0,55213481.08,Short-term,low,Under 0 year
Teresa Harper,53,84000000.0,209758858.38,Medium-term,high,Under 8 year
Carrie Hurley MD,47,121000000.0,352923462.74,Long-term,high,Under 1 year
Kelsey Kim MD,55,129000000.0,347509341.91,Short-term,high,Under 2 year
Aaron Dean,39,118000000.0,218808978.33,Long-term,high,Under 5 year
Amber Webb,45,47000000.0,71205919.28,Long-term,low,Under 4 year
Kevin Robinson,63,111000000.0,227216593.03,Long-term,high,Under 4 year
Michael Taylor,60,81000000.0,183297106.98,Medium-term,medium,Under 3 year
Robin Shelton,28,83000000.0,227403545.53,Long-term,medium,Under 2 year
Susan Thompson,40,56000000.0,121326328.39,Medium-term,medium,Under 6 year
