Name,Age,Monthy Income,Accumulated Assets,Investment Goals,Risk Tolerance,Investment Experience
Lisa Avila,54,16000000.0,33840213.38,Short-term,low,Under 9 year
Mr. William Decker,59,112000000.0,273746108.4,Short-term,high,Under 7 year
Diamond Munoz,39,139000000.0,336008912.99,Short-term,medium,Under 5 year
Steven Collins,46,114000000.0,328553285.99,Short-term,high,Under 6 year
Mia Davis,60,30000000.0,87296137.03,Medium-term,medium,Under 4 year
Gregory Williams,44,144000000.0,392816347.79,Medium-term,medium,Under 1 year
Jesse Thompson,57,145000000.0,246673164.05,Short-term,low,Under 4 year
Kristin Scott,49,67000000.0,112280108.92,Short-term,medium,Under 0 year
Jessica Lyons,34,76000000.0,125128694.3,Long-term,low,Under 5 year
Julie Gonzales,58,16000000.0,38265126.41,Short-term,medium,Under 8 year
Kelly Smith,19,139000000.0,386069367.98,Long-term,high,Under 9 year
Ernest Taylor,33,63000000.0,149507522.74,Long-term,medium,Under 1 year
Devin Johnson,50,79000000.0,171195829.48,Short-term,medium,Under 0 year
Tyler Lewis,29,102000000.0,265697200.47,Long-term,medium,Under 9 year
Andre Preston,58,75000000.0,130172819.56,Long-term,medium,Under 7 year
Natasha Jones,51,85000000.0,175383493.71,Short-term,low,Under 6 year
John Roach,62,52000000.0,123168642.92,Long-term,high,Under 0 year
Mary Lewis,18,146000000.0,425084602.51,Long-term,medium,Under 3 year
Michael Brooks,46,103000000.0,182843924.17,Medium-term,high,Under 3 year
Tracey Alexander,20,110000000.0,168239086.91,Short-term,low,Under 0 year
Tiffany Chambers,51,111000000.0,169953987.5,Short-term,medium,Under 9 year
Lee Moore,43,16000000.0,32092683.44,Long-term,low,Under 9 year
Courtney Vaughn,57,98000000.0,236949643.71,Medium-term,low,Under 7 year
Jared Wilson,20,77000000.0,205209277.87,Short-term,low,Under 7 year
Mary Whitaker,34,23000000.0,63937957.29,Long-term,low,Under 9 year
Julie Martinez,43,142000000.0,405065986.24,Short-term,high,Under 9 year
Juan Gardner,65,84000000.0,149304728.51,Medium-term,medium,Under 5 year
Holly Owen,47,32000000.0,95843531.07,Medium-term,medium,Under 6 year
Steven Duran,62,65000000.0,139990888.45,Short-term,low,Under 0 year
Carrie Fisher,61,116000000.0,234659925.15,Long-term,medium,Under 6 year
Timothy Barrera,26,144000000.0,239427912.77,Long-term,medium,Under 0 year
Kristen Elliott,35,80000000.0,155695945.05,Medium-term,high,Under 5 year
John Rodriguez,41,48000000.0,96196672.72,Short-term,low,Under 4 year
George Holland,64,115000000.0,271783104.82,Long-term,low,Under 5 year
Johnathan Clark,46,127000000.0,240846692.02,Long-term,low,Under 7 year
Joshua Cook,62,44000000.0,74055759.09,Long-term,high,Under 7 year
Mr. Wayne Green,34,23000000.0,41611221.86,Short-term,medium,Under 8 year
Ricky Butler,54,127000000.0,312533625.82,Long-term,medium,Under 1 year
Julie Mccormick,40,17000000.0,35944887.45,Long-term,medium,Under 8 year
Alexander Sanders,28,92000000.0,257528313.18,Medium-term,low,Under 1 year
Margaret Whitney,34,68000000.0,135566604.79,Medium-term,medium,Under 6 year
Rachel Green,25,80000000.0,156417467.08,Medium-term,low,Under 9 year
Kyle Mcguire,54,75000000.0,174760844.36,Medium-term,high,Under 6 year
Brandy Diaz,26,117000000.0,328588498.11,Long-term,high,Under 2 year
Diamond Brown,61,27000000.0,68589634.54,Short-term,medium,Under 4 year
Anne King,27,113000000.0,244132845.65,Long-term,high,Under 2 year
Robert Crawford,46,72000000.0,162214407.07,Medium-term,medium,Under 0 year
Joseph Howard,31,89000000.0,162380864.18,Long-term,low,Under 2 year
Steven Cox,53,85000000.0,220077213.65,Medium-term,medium,Under 9 year
Robert Curtis,44,147000000.0,246266976.68,Long-term,low,Under 2 year
Joseph Munoz,21,120000000.0,249542117.2,Medium-term,medium,Under 9 year
Seth Monroe,46,5000000.0,7781329.84,Long-term,medium,Under 7 year
Chad Bullock,43,47000000.0,112017908.12,Long-term,low,Under 1 year
Harry Webster,36,110000000.0,302824299.42,Long-term,medium,Under 2 year
Alejandro Owen,45,85000000.0,244190482.25,Long-term,low,Under 0 year
Dr. Nicholas Thomas,20,131000000.0,321786934.91,Medium-term,low,Under 4 year
Dr. Joseph King,53,79000000.0,232627920.5,Short-term,medium,Under 0 year
Shannon Anderson,62,93000000.0,239171541.04,Long-term,high,Under 7 year
James Clark,20,136000000.0,379241162.14,Medium-term,high,Under 0 year
Heather Keith,44,41000000.0,109169170.38,Long-term,medium,Under 0 year
Gary Robertson,59,15000000.0,31448219.82,Short-term,high,Under 2 year
Cheryl Russell,28,42000000.0,106815113.49,Medium-term,low,Under 4 year
Robin Gonzalez,55,139000000.0,415526110.49,Short-term,low,Under 1 year
Brittany Aguirre,33,22000000.0,56219624.67,Medium-term,high,Under 1 year
Eric Bell,38,128000000.0,370348626.6,Short-term,low,Under 3 year
Terry Spencer III,46,134000000.0,304693547.26,Medium-term,low,Under 8 year
Eric Jones,42,76000000.0,151570436.69,Long-term,low,Under 3 year
Cynthia Vincent DDS,27,51000000.0,107881161.76,Medium-term,high,Under 8 year
Gabriel Wheeler,54,134000000.0,238876538.44,Long-term,high,Under 5 year
Roger Calderon,63,135000000.0,368264552.21,Short-term,medium,Under 5 year
Dennis Hayes,34,141000000.0,351954148.42,Medium-term,low,Under 0 year
Logan Wood,46,40000000.0,106085043.81,Short-term,low,Under 7 year
Maria Forbes,32,6000000.0,12989657.03,Medium-term,low,Under 1 year
Randy Clark,27,135000000.0,373535566.35,Short-term,high,Under 7 year
Samantha Dominguez,54,126000000.0,286288264.87,Long-term,high,Under 3 year
April Barber,22,76000000.0,225095193.42,Short-term,low,Under 0 year
Toni Stone,37,57000000.0,162288115.89,Short-term,low,Under 2 year
Karla Baldwin MD,39,91000000.0,249116076.07,Medium-term,high,Under 0 year
Nancy Smith,45,120000000.0,266326914.89,Medium-term,medium,Under 1 year
Ashley James,20,31000000.0,75619423.01,Medium-term,low,Under 9 year
David Watkins,52,30000000.0,62345679.98,Short-term,high,Under 4 year
Timothy Potts,52,123000000.0,243038056.91,Medium-term,high,Under 4 year
Steve Dorsey,20,93000000.0,159718673.17,Short-term,low,Under 6 year
Angela Evans,54,145000000.0,387926654.33,Long-term,high,Under 8 year
Jonathan Carter,26,119000000.0,194472935.31,Short-term,medium,Under 3 year
Stephanie Duncan,50,26000000.0,48681644.74,Long-term,medium,Under 9 year
Brittney Thompson,44,64000000.0,140764833.27,Long-term,high,Under 2 year
Susan Campbell,50,96000000.0,283720312.71,Short-term,medium,Under 5 year
Dana Patterson,44,141000000.0,302453187.76,Medium-term,medium,Under 0 year
Alexandra Briggs,32,112000000.0,271189697.72,Short-term,medium,Under 1 year
Tyler Lopez,24,94000000.0,185322908.26,Short-term,low,Under 7 year
Sarah Foster,27,123000000.0,353492995.62,Short-term,low,Under 8 year
Kenneth Castaneda,51,118000000.0,274423953.69,Medium-term,medium,Under 9 year
Danielle Campbell,26,10000000.0,23403057.9,Medium-term,high,Under 1 year
Juan Rodriguez,55,63000000.0,108210788.47,Short-term,high,Under 5 year
Anne Valdez,20,78000000.0,132594355.14,Long-term,low,Under 2 year
Austin Allen,52,72000000.0,143389849.92,Long-term,high,Under 5 year
Anthony Castillo,28,123000000.0,292378491.48,Short-term,high,Under 2 year
Laura Collins,53,20000000.0,53899940.23,Short-term,medium,Under 9 year
Melanie Friedman,61,53000000.0,90031765.37,Long-term,high,Under 4 year
Amber Torres,45,102000000.0,280117786.04,Medium-term,low,Under 6 year
Nicholas Jordan,39,133000000.0,388002277.55,Long-term,low,Under 7 year
Scott Lopez,22,84000000.0,144101653.09,Long-term,low,Under 5 year
Michelle Walsh,44,59000000.0,142226809.88,Medium-term,medium,Under 5 year
Tiffany Russell,18,7000000.0,17832210.86,Long-term,medium,Under 9 year
Dawn Phillips,35,26000000.0,73685944.75,Long-term,low,Under 6 year
John Flores,53,47000000.0,97220847.0,Short-term,high,Under 4 year
Adam Hamilton,45,118000000.0,326441389.3,Short-term,medium,Under 8 year
Joseph Hamilton,40,50000000.0,139340936.91,Medium-term,high,Under 8 year
Angela Walsh,44,125000000.0,311745937.26,Short-term,medium,Under 4 year
Brett Smith,19,2000000.0,4755920.45,Short-term,low,Under 0 year
Richard Soto,51,102000000.0,154590361.45,Long-term,medium,Under 5 year
Brooke Porter,28,138000000.0,304591358.91,Medium-term,high,Under 0 year
Megan Griffin,18,85000000.0,155669811.64,Long-term,medium,Under 4 year
Renee Hampton,64,120000000.0,340388766.02,Medium-term,medium,Under 8 year
Isabella Cox,51,91000000.0,150510877.83,Long-term,medium,Under 1 year
Yvonne Gutierrez,22,90000000.0,202561557.33,Long-term,high,Under 4 year
Peter Farrell,26,45000000.0,103333801.66,Medium-term,high,Under 4 year
Michelle Holmes,38,46000000.0,74672602.71,Long-term,medium,Under 1 year
Gregory Robinson,40,75000000.0,221737544.42,Long-term,medium,Under 5 year
Kylie Jackson,30,129000000.0,276166531.23,Short-term,low,Under 8 year
Michelle Powell,43,18000000.0,39665653.63,Short-term,high,Under 6 year
George Mora,63,109000000.0,250766488.33,Medium-term,medium,Under 0 year
Joseph Juarez,33,67000000.0,117750017.83,Long-term,medium,Under 1 year
Isaac Robinson,29,46000000.0,127586492.74,Long-term,high,Under 8 year
Corey King,64,3000000.0,5628555.33,Long-term,low,Under 2 year
Amy Fry,59,130000000.0,387738135.2,Medium-term,low,Under 9 year
Robin Walter,37,15000000.0,34884417.82,Medium-term,high,Under 4 year
Taylor Miles,51,45000000.0,112147801.58,Medium-term,high,Under 7 year
Richard Diaz,44,86000000.0,178924822.16,Medium-term,high,Under 8 year
Charles Anthony,39,128000000.0,289715955.22,Short-term,high,Under 7 year
James Smith,48,61000000.0,176221286.31,Long-term,low,Under 1 year
Todd Hess,39,138000000.0,320676236.17,Long-term,low,Under 3 year
Carlos Williams,48,118000000.0,221777331.69,Short-term,high,Under 7 year
Samuel Hernandez,46,25000000.0,60876517.72,Long-term,low,Under 9 year
Jesse Sweeney,50,40000000.0,89967679.09,Short-term,low,Under 5 year
Kimberly Miller,62,77000000.0,212249555.29,Short-term,high,Under 0 year
Jacqueline Thompson,56,130000000.0,238801665.49,Short-term,medium,Under 2 year
Pamela Sellers,32,69000000.0,145232308.78,Long-term,low,Under 5 year
Chelsea Palmer,45,95000000.0,260758338.27,Medium-term,medium,Under 7 year
Tyler Davis,41,36000000.0,57736590.68,Medium-term,low,Under 8 year
Natalie Cox,60,97000000.0,156725470.94,Short-term,medium,Under 9 year
Norman Smith,64,90000000.0,236432747.11,Long-term,high,Under 0 year
Jeremiah Martinez,40,42000000.0,79227423.73,Medium-term,medium,Under 3 year
Amber Brown,19,100000000.0,236659713.0,Short-term,high,Under 2 year
Terri Lucas,55,87000000.0,167466289.9,Long-term,low,Under 1 year
Jennifer Savage,45,96000000.0,266455374.22,Short-term,high,Under 0 year
Brandon Wallace,46,74000000.0,149128325.81,Medium-term,low,Under 9 year
Melvin Rhodes,44,128000000.0,265714468.2,Short-term,medium,Under 0 year
Julie Murphy,35,140000000.0,317763382.15,Long-term,high,Under 0 year
Samuel Johnson,42,94000000.0,223339742.62,Medium-term,low,Under 4 year
Michael Bauer,26,92000000.0,147206577.82,Medium-term,medium,Under 5 year
Amanda Williams,65,15000000.0,35246717.88,Long-term,high,Under 1 year
Robert Hicks,50,92000000.0,265724209.26,Long-term,high,Under 0 year
Erin Tucker,62,144000000.0,354451989.9,Long-term,medium,Under 6 year
Rachael Burns,32,85000000.0,169469125.02,Medium-term,high,Under 5 year
Richard Lewis,58,51000000.0,91740194.66,Long-term,high,Under 3 year
Jordan Levine,34,12000000.0,24907143.21,Long-term,high,Under 2 year
Richard Johnston,55,33000000.0,58244221.39,Long-term,low,Under 9 year
Christopher Osborne,36,44000000.0,106220989.43,Long-term,medium,Under 1 year
Amber Vega,64,52000000.0,110795170.43,Long-term,medium,Under 5 year
Adam Garcia,65,85000000.0,236313264.56,Medium-term,medium,Under 4 year
Michael Castaneda,49,57000000.0,125417023.48,Long-term,low,Under 1 year
Susan Gonzales,54,51000000.0,102672007.3,Short-term,high,Under 3 year
John Parker,41,85000000.0,155743796.5,Medium-term,high,Under 4 year
Randy Long,64,32000000.0,84478658.21,Medium-term,high,Under 5 year
Kayla Stewart,54,141000000.0,274713183.27,Long-term,high,Under 8 year
David Mendoza,24,70000000.0,152500376.87,Short-term,medium,Under 9 year
Joseph Flynn,31,26000000.0,70591386.65,Medium-term,high,Under 9 year
Rebecca Williams,56,49000000.0,129818222.64,Short-term,medium,Under 2 year
Donald Hudson,19,127000000.0,370410393.24,Short-term,medium,Under 4 year
Melissa Osborne,39,49000000.0,74642486.13,Short-term,medium,Under 4 year
Steven Parsons,38,61000000.0,124773799.51,Long-term,low,Under 2 year
Christopher Baker,61,73000000.0,208792248.86,Short-term,high,Under 4 year
Brandon Parker,29,84000000.0,194224332.71,Long-term,high,Under 1 year
April Dawson,24,66000000.0,197908984.64,Medium-term,low,Under 2 year
David Holt,52,36000000.0,54592695.0,Long-term,low,Under 6 year
Richard Mathis,21,61000000.0,120470594.69,Short-term,high,Under 8 year
Michael Coleman,38,125000000.0,241297678.22,Long-term,high,Under 4 year
Karen Martinez,58,86000000.0,196030898.34,Long-term,high,Under 6 year
Robert Miller,59,85000000.0,200193552.75,Medium-term,medium,Under 8 year
Angela Cox,63,117000000.0,214804548.86,Medium-term,medium,Under 0 year
Mary Santiago,31,126000000.0,200758942.8,Medium-term,medium,Under 9 year
Kim Gonzales,34,149000000.0,255080807.0,Medium-term,high,Under 5 year
Vanessa Webster,25,36000000.0,70180779.43,Short-term,low,Under 4 year
Ariana Curry,22,90000000.0,193715324.9,Medium-term,medium,Under 9 year
Eric Hernandez,44,147000000.0,288585763.24,Short-term,low,Under 4 year
John Kelly,55,87000000.0,228710213.66,Long-term,low,Under 8 year
Gary York,43,32000000.0,60946923.43,Medium-term,medium,Under 8 year
Ashley Williams,59,65000000.0,133780837.43,Short-term,high,Under 8 year
Sharon Archer,39,49000000.0,142696130.48,Short-term,low,Under 4 year
Kenneth Mills,40,103000000.0,177794859.82,Long-term,low,Under 7 year
Scott Rose Jr.,40,42000000.0,114712093.71,Long-term,low,Under 9 year
Hayden Hunter,53,39000000.0,74652237.56,Short-term,medium,Under 5 year
Richard Ford PhD,22,114000000.0,235873832.75,Short-term,high,Under 9 year
Joan Miles,62,117000000.0,313143863.85,Medium-term,low,Under 2 year
Tammy Rose,38,145000000.0,428363724.63,Long-term,low,Under 7 year
Kim Page,33,33000000.0,66009683.93,Long-term,low,Under 2 year
Angela Richardson,35,112000000.0,172582711.74,Medium-term,medium,Under 9 year
Morgan Vaughn,22,82000000.0,141996671.02,Long-term,low,Under 8 year
Corey Campbell,33,115000000.0,266792344.87,Medium-term,high,Under 6 year
Daniel Scott,39,136000000.0,248915952.32,Medium-term,medium,Under 4 year
John Byrd,50,47000000.0,140929692.11,Medium-term,medium,Under 0 year
Ronald Garcia Jr.,29,114000000.0,217138668.73,Medium-term,medium,Under 5 year
Jessica Raymond,38,143000000.0,308247351.95,Long-term,medium,Under 3 year
Nicholas Powell PhD,21,112000000.0,218917238.99,Long-term,low,Under 6 year
Mrs. Tina Rogers MD,19,87000000.0,150705812.16,Short-term,low,Under 7 year
Alicia Mosley,47,119000000.0,212276650.61,Medium-term,low,Under 4 year
Scott Richardson,42,35000000.0,57677132.26,Long-term,low,Under 3 year
Wesley Blake,58,1000000.0,2369105.34,Long-term,medium,Under 8 year
Morgan Huffman,23,74000000.0,162154021.15,Medium-term,high,Under 0 year
Jill Mcdonald,55,6000000.0,14912662.75,Short-term,low,Under 8 year
Jacqueline Collier,25,52000000.0,136307692.25,Short-term,high,Under 9 year
Jessica Vang,32,8000000.0,16895238.75,Short-term,medium,Under 2 year
David Callahan,31,50000000.0,116893471.69,Short-term,low,Under 1 year
Danielle Brewer,57,58000000.0,162436159.74,Long-term,low,Under 0 year
Jennifer Martinez,18,138000000.0,395289670.73,Short-term,low,Under 4 year
Marcus Tucker,46,43000000.0,111997664.83,Long-term,medium,Under 3 year
Chad Diaz,60,34000000.0,89136916.12,Long-term,medium,Under 5 year
Steven Cortez,55,117000000.0,196947340.22,Medium-term,high,Under 3 year
Mark French,18,60000000.0,120549612.88,Short-term,low,Under 6 year
Olivia Bailey,22,85000000.0,151181417.04,Long-term,medium,Under 6 year
Stephanie Gardner,47,72000000.0,195215289.71,Medium-term,high,Under 5 year
Duane Lang,51,94000000.0,182170813.09,Long-term,low,Under 9 year
Tanya Galvan,28,136000000.0,336845382.96,Long-term,low,Under 5 year
Mark Cruz III,37,110000000.0,320423616.94,Short-term,medium,Under 0 year
Sarah Davis PhD,42,45000000.0,118777996.87,Short-term,medium,Under 4 year
Matthew Hawkins,30,21000000.0,49776526.24,Long-term,medium,Under 5 year
Charles Ramirez,26,117000000.0,278030310.93,Medium-term,low,Under 3 year
Curtis Fuentes,23,48000000.0,79520541.2,Medium-term,medium,Under 9 year
Aaron Jackson,22,117000000.0,278561665.1,Long-term,high,Under 7 year
Nathan Thompson,20,50000000.0,106821938.38,Medium-term,medium,Under 8 year
Eric Burton,45,33000000.0,93077088.64,Short-term,high,Under 7 year
Anne Moore,57,53000000.0,134563895.77,Short-term,low,Under 6 year
Mr. Ian Wagner,19,37000000.0,72527204.14,Short-term,high,Under 8 year
Adam Gordon,50,17000000.0,25983521.14,Long-term,high,Under 3 year
Manuel Stanley,57,2000000.0,5654174.8,Long-term,medium,Under 1 year
Bobby Henderson,24,88000000.0,225676043.41,Short-term,high,Under 9 year
Charles Norris,31,127000000.0,273942339.12,Medium-term,medium,Under 4 year
Jennifer Serrano DVM,64,39000000.0,75661408.18,Medium-term,medium,Under 8 year
Kristin Ruiz,27,118000000.0,213753692.93,Short-term,high,Under 9 year
Brooke Campbell,52,76000000.0,221535209.8,Short-term,medium,Under 4 year
Jimmy Johnson,25,10000000.0,16755261.34,Short-term,low,Under 6 year
Kelly Ward,28,122000000.0,340084903.16,Medium-term,high,Under 3 year
Brooke Snow,19,122000000.0,220295889.11,Short-term,high,Under 0 year
Edwin Johnson,31,50000000.0,137018410.04,Long-term,low,Under 9 year
Thomas Guerrero,32,10000000.0,20841010.13,Short-term,high,Under 4 year
Jordan Thompson,55,43000000.0,94470342.09,Long-term,low,Under 0 year
Lindsay Morrow,37,50000000.0,76158020.58,Medium-term,low,Under 4 year
Lisa David,35,107000000.0,304544057.68,Short-term,low,Under 3 year
John Johnson,21,49000000.0,103457787.86,Short-term,high,Under 6 year
Cathy Green,47,123000000.0,350177422.45,Medium-term,medium,Under 3 year
Julie Castillo,58,59000000.0,155268479.06,Medium-term,high,Under 8 year
Robert Long,27,125000000.0,373301888.18,Short-term,low,Under 3 year
Cynthia Butler,57,56000000.0,85058781.85,Medium-term,high,Under 0 year
Miguel Parker,41,81000000.0,177873124.9,Medium-term,low,Under 8 year
David Turner,49,147000000.0,387757420.2,Long-term,high,Under 4 year
Perry Ramirez,64,44000000.0,127715099.63,Short-term,medium,Under 2 year
Morgan Griffin,28,94000000.0,165436700.87,Long-term,medium,Under 2 year
Jacqueline Cole,61,1000000.0,1671662.99,Short-term,high,Under 9 year
Nicole Gallagher,34,50000000.0,87991787.27,Medium-term,high,Under 8 year
Melissa Peterson,26,108000000.0,181944634.22,Short-term,medium,Under 1 year
Thomas Kennedy,50,20000000.0,51677649.64,Long-term,medium,Under 2 year
Amy Merritt,54,131000000.0,314517209.78,Short-term,medium,Under 4 year
Donna Miller,26,62000000.0,95925194.52,Long-term,low,Under 9 year
Lisa Lopez,60,60000000.0,107716917.22,Medium-term,high,Under 8 year
Peter Hall,22,141000000.0,301085998.69,Short-term,medium,Under 8 year
Ashley Aguilar,22,51000000.0,122673647.56,Medium-term,high,Under 0 year
Mason Tran,22,123000000.0,355334011.57,Medium-term,medium,Under 6 year
Angela Pacheco,24,66000000.0,160025514.02,Long-term,low,Under 5 year
Kathleen Henry,35,100000000.0,211122485.46,Short-term,low,Under 5 year
Nancy Walls,18,100000000.0,232902714.5,Short-term,high,Under 1 year
Richard Mckee,40,53000000.0,123433028.74,Medium-term,low,Under 6 year
Todd Gomez,59,138000000.0,282710137.59,Medium-term,low,Under 4 year
Robert Duffy,59,40000000.0,105523391.98,Long-term,medium,Under 7 year
Mary Garcia,58,112000000.0,220405528.62,Short-term,medium,Under 9 year
Matthew Cunningham,47,37000000.0,95400488.76,Long-term,high,Under 4 year
Kimberly Diaz,31,83000000.0,189664621.34,Medium-term,medium,Under 6 year
Angela Cline,32,86000000.0,183671127.65,Medium-term,high,Under 3 year
Debra Rodriguez,21,86000000.0,158241831.44,Medium-term,medium,Under 1 year
Kyle Trevino,28,81000000.0,174716391.81,Long-term,low,Under 0 year
